protein	number_letter	length	group	letter
None_protein227213	50	62	Hs_igen	L
Hs_rnd_gnm10_301209	5	63	Hs_rand	E
Hs_rnd_gnm10_301209	36	63	Hs_rand	H
Hs_rnd_gnm10_301209	22	63	Hs_rand	L
Raj_Hs_74	8	40	Hs_ps31	E
Raj_Hs_74	0	40	Hs_ps31	H
Raj_Hs_74	32	40	Hs_ps31	L
Hs_JP201901_335	9	62	Hs_ps31	E
Hs_JP201901_335	16	62	Hs_ps31	H
Hs_JP201901_335	37	62	Hs_ps31	L
ENSP00000366748	49	410	Hs_ps1-2	E
ENSP00000366748	164	410	Hs_ps1-2	H
ENSP00000366748	197	410	Hs_ps1-2	L
Hs_JP201901_334	8	97	Hs_ps31	E
Hs_JP201901_334	42	97	Hs_ps31	H
Hs_JP201901_334	47	97	Hs_ps31	L
ENSP00000366746	11	540	Hs_ps1-2	E
ENSP00000366746	106	540	Hs_ps1-2	H
ENSP00000366746	423	540	Hs_ps1-2	L
Hs_JP201901_337	5	84	Hs_ps31	E
Hs_JP201901_337	42	84	Hs_ps31	H
Hs_JP201901_337	37	84	Hs_ps31	L
ENSP00000330098	18	539	Hs_ps1-2	E
ENSP00000330098	184	539	Hs_ps1-2	H
ENSP00000330098	337	539	Hs_ps1-2	L
Hs_rnd_gnm1_511336	16	69	Hs_rand	E
Hs_rnd_gnm1_511336	26	69	Hs_rand	H
Hs_rnd_gnm1_511336	27	69	Hs_rand	L
Hs_rnd_gnm3_788361	12	53	Hs_rand	E
Hs_rnd_gnm3_788361	4	53	Hs_rand	H
Hs_rnd_gnm3_788361	37	53	Hs_rand	L
ENSP00000467041	30	123	Hs_ps20-21	E
ENSP00000467041	4	123	Hs_ps20-21	H
ENSP00000467041	89	123	Hs_ps20-21	L
ENSP00000368358	182	1468	Hs_ps1-2	E
ENSP00000368358	422	1468	Hs_ps1-2	H
ENSP00000368358	864	1468	Hs_ps1-2	L
ENSP00000444736	15	319	Hs_ps13-17	E
ENSP00000444736	228	319	Hs_ps13-17	H
ENSP00000444736	76	319	Hs_ps13-17	L
ENSP00000311184	158	576	Hs_ps1-2	E
ENSP00000311184	24	576	Hs_ps1-2	H
ENSP00000311184	394	576	Hs_ps1-2	L
ENSP00000261349	478	1613	Hs_ps1-2	E
ENSP00000261349	0	1613	Hs_ps1-2	H
ENSP00000261349	1135	1613	Hs_ps1-2	L
None_protein1269044	11	155	Hs_igen	E
None_protein1269044	41	155	Hs_igen	H
None_protein1269044	103	155	Hs_igen	L
ENSP00000473444	3	150	Hs_ps1-2	E
ENSP00000473444	84	150	Hs_ps1-2	H
ENSP00000473444	63	150	Hs_ps1-2	L
Raj_Hs_2801	7	53	Hs_ps31	E
Raj_Hs_2801	12	53	Hs_ps31	H
Raj_Hs_2801	34	53	Hs_ps31	L
Hs_rnd_gnm9_609090	4	54	Hs_rand	E
Hs_rnd_gnm9_609090	27	54	Hs_rand	H
Hs_rnd_gnm9_609090	23	54	Hs_rand	L
Raj_Hs_2805	19	88	Hs_ps31	E
Raj_Hs_2805	18	88	Hs_ps31	H
Raj_Hs_2805	51	88	Hs_ps31	L
None_protein1128105	14	54	Hs_igen	E
None_protein1128105	0	54	Hs_igen	H
None_protein1128105	40	54	Hs_igen	L
None_protein532020	35	99	Hs_igen	E
None_protein532020	23	99	Hs_igen	H
None_protein532020	41	99	Hs_igen	L
None_protein761042	11	60	Hs_igen	E
None_protein761042	13	60	Hs_igen	H
None_protein761042	36	60	Hs_igen	L
ENSP00000272454	4	904	Hs_ps1-2	E
ENSP00000272454	609	904	Hs_ps1-2	H
ENSP00000272454	291	904	Hs_ps1-2	L
ENSP00000272452	37	302	Hs_ps1-2	E
ENSP00000272452	99	302	Hs_ps1-2	H
ENSP00000272452	166	302	Hs_ps1-2	L
Hs_rnd_gnm7_1309383	8	60	Hs_rand	E
Hs_rnd_gnm7_1309383	8	60	Hs_rand	H
Hs_rnd_gnm7_1309383	44	60	Hs_rand	L
ENSP00000311766	65	648	Hs_ps1-2	E
ENSP00000311766	309	648	Hs_ps1-2	H
ENSP00000311766	274	648	Hs_ps1-2	L
vdp2013_S4_236	16	49	Hs_ps31	E
vdp2013_S4_236	0	49	Hs_ps31	H
vdp2013_S4_236	33	49	Hs_ps31	L
vdp2013_S4_589	10	41	Hs_ps31	E
vdp2013_S4_589	16	41	Hs_ps31	H
vdp2013_S4_589	15	41	Hs_ps31	L
vdp2013_S4_235	18	53	Hs_ps31	E
vdp2013_S4_235	0	53	Hs_ps31	H
vdp2013_S4_235	35	53	Hs_ps31	L
None_protein699857	2	57	Hs_igen	E
None_protein699857	29	57	Hs_igen	H
None_protein699857	26	57	Hs_igen	L
vdp2013_S4_233	2	46	Hs_ps31	E
vdp2013_S4_233	29	46	Hs_ps31	H
vdp2013_S4_233	15	46	Hs_ps31	L
vdp2013_S4_230	10	123	Hs_ps31	E
vdp2013_S4_230	69	123	Hs_ps31	H
vdp2013_S4_230	44	123	Hs_ps31	L
vdp2013_S4_231	6	44	Hs_ps31	E
vdp2013_S4_231	22	44	Hs_ps31	H
vdp2013_S4_231	16	44	Hs_ps31	L
None_protein645048	10	54	Hs_igen	E
None_protein645048	18	54	Hs_igen	H
None_protein645048	26	54	Hs_igen	L
vdp2013_S4_582	27	86	Hs_ps31	E
vdp2013_S4_582	13	86	Hs_ps31	H
vdp2013_S4_582	46	86	Hs_ps31	L
Hs_rnd_gnm1_854164	14	49	Hs_rand	E
Hs_rnd_gnm1_854164	9	49	Hs_rand	H
Hs_rnd_gnm1_854164	26	49	Hs_rand	L
vdp2013_S4_585	9	87	Hs_ps31	E
vdp2013_S4_585	12	87	Hs_ps31	H
vdp2013_S4_585	66	87	Hs_ps31	L
vdp2013_S4_586	0	47	Hs_ps31	E
vdp2013_S4_586	32	47	Hs_ps31	H
vdp2013_S4_586	15	47	Hs_ps31	L
vdp2013_S4_587	20	97	Hs_ps31	E
vdp2013_S4_587	35	97	Hs_ps31	H
vdp2013_S4_587	42	97	Hs_ps31	L
ENSP00000373254	11	128	Hs_ps13-17	E
ENSP00000373254	41	128	Hs_ps13-17	H
ENSP00000373254	76	128	Hs_ps13-17	L
Hs_rnd_gnm7_1083744	11	150	Hs_rand	E
Hs_rnd_gnm7_1083744	23	150	Hs_rand	H
Hs_rnd_gnm7_1083744	116	150	Hs_rand	L
ENSP00000216968	71	238	Hs_ps13-17	E
ENSP00000216968	85	238	Hs_ps13-17	H
ENSP00000216968	82	238	Hs_ps13-17	L
ENSP00000246151	82	211	Hs_ps1-2	E
ENSP00000246151	0	211	Hs_ps1-2	H
ENSP00000246151	129	211	Hs_ps1-2	L
Hs_rnd_gnm3_719657	19	62	Hs_rand	E
Hs_rnd_gnm3_719657	0	62	Hs_rand	H
Hs_rnd_gnm3_719657	43	62	Hs_rand	L
None_protein343003	11	80	Hs_igen	E
None_protein343003	22	80	Hs_igen	H
None_protein343003	47	80	Hs_igen	L
Hs_rnd_gnm9_1263232	36	98	Hs_rand	E
Hs_rnd_gnm9_1263232	5	98	Hs_rand	H
Hs_rnd_gnm9_1263232	57	98	Hs_rand	L
ENSP00000491117	2	64	Hs_ps31	E
ENSP00000491117	29	64	Hs_ps31	H
ENSP00000491117	33	64	Hs_ps31	L
Hs_rnd_gnm2_634246	0	51	Hs_rand	E
Hs_rnd_gnm2_634246	32	51	Hs_rand	H
Hs_rnd_gnm2_634246	19	51	Hs_rand	L
Hs_rnd_gnm1_285361	15	59	Hs_rand	E
Hs_rnd_gnm1_285361	22	59	Hs_rand	H
Hs_rnd_gnm1_285361	22	59	Hs_rand	L
Hs_rnd_gnm4_1183108	40	134	Hs_rand	E
Hs_rnd_gnm4_1183108	22	134	Hs_rand	H
Hs_rnd_gnm4_1183108	72	134	Hs_rand	L
Hs_rnd_gnm10_644375	18	50	Hs_rand	E
Hs_rnd_gnm10_644375	7	50	Hs_rand	H
Hs_rnd_gnm10_644375	25	50	Hs_rand	L
ENSP00000358762	98	389	Hs_ps1-2	E
ENSP00000358762	63	389	Hs_ps1-2	H
ENSP00000358762	228	389	Hs_ps1-2	L
ENSP00000363597	49	222	Hs_ps1-2	E
ENSP00000363597	64	222	Hs_ps1-2	H
ENSP00000363597	109	222	Hs_ps1-2	L
Hs_rnd_gnm1_999587	12	46	Hs_rand	E
Hs_rnd_gnm1_999587	6	46	Hs_rand	H
Hs_rnd_gnm1_999587	28	46	Hs_rand	L
ENSP00000356925	178	426	Hs_ps13-17	E
ENSP00000356925	5	426	Hs_ps13-17	H
ENSP00000356925	243	426	Hs_ps13-17	L
None_protein203380	6	85	Hs_igen	E
None_protein203380	48	85	Hs_igen	H
None_protein203380	31	85	Hs_igen	L
Raj_Hs_1579	23	146	Hs_ps31	E
Raj_Hs_1579	22	146	Hs_ps31	H
Raj_Hs_1579	101	146	Hs_ps31	L
Hs_rnd_gnm4_62424	8	58	Hs_rand	E
Hs_rnd_gnm4_62424	21	58	Hs_rand	H
Hs_rnd_gnm4_62424	29	58	Hs_rand	L
Hs_rnd_gnm2_1011506	7	70	Hs_rand	E
Hs_rnd_gnm2_1011506	36	70	Hs_rand	H
Hs_rnd_gnm2_1011506	27	70	Hs_rand	L
Raj_Hs_907	6	53	Hs_ps31	E
Raj_Hs_907	6	53	Hs_ps31	H
Raj_Hs_907	41	53	Hs_ps31	L
Raj_Hs_905	8	74	Hs_ps31	E
Raj_Hs_905	28	74	Hs_ps31	H
Raj_Hs_905	38	74	Hs_ps31	L
Raj_Hs_902	21	52	Hs_ps31	E
Raj_Hs_902	0	52	Hs_ps31	H
Raj_Hs_902	31	52	Hs_ps31	L
Raj_Hs_900	26	92	Hs_ps31	E
Raj_Hs_900	14	92	Hs_ps31	H
Raj_Hs_900	52	92	Hs_ps31	L
Raj_Hs_679	16	112	Hs_ps20-21	E
Raj_Hs_679	11	112	Hs_ps20-21	H
Raj_Hs_679	85	112	Hs_ps20-21	L
ENSP00000417651	0	98	Hs_ps1-2	E
ENSP00000417651	30	98	Hs_ps1-2	H
ENSP00000417651	68	98	Hs_ps1-2	L
Raj_Hs_909	8	42	Hs_ps31	E
Raj_Hs_909	8	42	Hs_ps31	H
Raj_Hs_909	26	42	Hs_ps31	L
ENSP00000319601	43	307	Hs_ps1-2	E
ENSP00000319601	171	307	Hs_ps1-2	H
ENSP00000319601	93	307	Hs_ps1-2	L
None_protein1178790	14	80	Hs_igen	E
None_protein1178790	27	80	Hs_igen	H
None_protein1178790	39	80	Hs_igen	L
Hs_rnd_gnm5_1165394	26	60	Hs_rand	E
Hs_rnd_gnm5_1165394	0	60	Hs_rand	H
Hs_rnd_gnm5_1165394	34	60	Hs_rand	L
Hs_rnd_gnm5_1161362	15	68	Hs_rand	E
Hs_rnd_gnm5_1161362	22	68	Hs_rand	H
Hs_rnd_gnm5_1161362	31	68	Hs_rand	L
None_protein77940	24	76	Hs_igen	E
None_protein77940	3	76	Hs_igen	H
None_protein77940	49	76	Hs_igen	L
None_protein83923	3	54	Hs_igen	E
None_protein83923	28	54	Hs_igen	H
None_protein83923	23	54	Hs_igen	L
None_protein69575	18	50	Hs_igen	E
None_protein69575	18	50	Hs_igen	H
None_protein69575	14	50	Hs_igen	L
ENSP00000377401	19	432	Hs_ps1-2	E
ENSP00000377401	274	432	Hs_ps1-2	H
ENSP00000377401	139	432	Hs_ps1-2	L
None_protein803639	17	84	Hs_igen	E
None_protein803639	8	84	Hs_igen	H
None_protein803639	59	84	Hs_igen	L
ENSP00000311962	26	613	Hs_ps1-2	E
ENSP00000311962	184	613	Hs_ps1-2	H
ENSP00000311962	403	613	Hs_ps1-2	L
ENSP00000357037	15	1374	Hs_ps1-2	E
ENSP00000357037	898	1374	Hs_ps1-2	H
ENSP00000357037	461	1374	Hs_ps1-2	L
ENSP00000313603	99	845	Hs_ps1-2	E
ENSP00000313603	412	845	Hs_ps1-2	H
ENSP00000313603	334	845	Hs_ps1-2	L
ENSP00000357787	53	265	Hs_ps1-2	E
ENSP00000357787	114	265	Hs_ps1-2	H
ENSP00000357787	98	265	Hs_ps1-2	L
ENSP00000293405	2	221	Hs_ps13-17	E
ENSP00000293405	151	221	Hs_ps13-17	H
ENSP00000293405	68	221	Hs_ps13-17	L
ENSP00000366144	0	276	Hs_ps1-2	E
ENSP00000366144	51	276	Hs_ps1-2	H
ENSP00000366144	225	276	Hs_ps1-2	L
ENSP00000384361	28	184	Hs_ps1-2	E
ENSP00000384361	65	184	Hs_ps1-2	H
ENSP00000384361	91	184	Hs_ps1-2	L
None_protein574647	21	82	Hs_igen	E
None_protein574647	14	82	Hs_igen	H
None_protein574647	47	82	Hs_igen	L
vdp2013_S4_1096	2	46	Hs_ps31	E
vdp2013_S4_1096	39	46	Hs_ps31	H
vdp2013_S4_1096	5	46	Hs_ps31	L
vdp2013_S4_1095	29	64	Hs_ps31	E
vdp2013_S4_1095	11	64	Hs_ps31	H
vdp2013_S4_1095	24	64	Hs_ps31	L
vdp2013_S4_1092	4	42	Hs_ps31	E
vdp2013_S4_1092	29	42	Hs_ps31	H
vdp2013_S4_1092	9	42	Hs_ps31	L
None_protein823828	16	65	Hs_igen	E
None_protein823828	0	65	Hs_igen	H
None_protein823828	49	65	Hs_igen	L
vdp2013_S4_1090	3	67	Hs_ps31	E
vdp2013_S4_1090	36	67	Hs_ps31	H
vdp2013_S4_1090	28	67	Hs_ps31	L
vdp2013_S4_1091	3	45	Hs_ps31	E
vdp2013_S4_1091	21	45	Hs_ps31	H
vdp2013_S4_1091	21	45	Hs_ps31	L
None_protein248411	6	58	Hs_igen	E
None_protein248411	23	58	Hs_igen	H
None_protein248411	29	58	Hs_igen	L
ENSP00000357255	0	100	Hs_ps13-17	E
ENSP00000357255	56	100	Hs_ps13-17	H
ENSP00000357255	44	100	Hs_ps13-17	L
ENSP00000456056	0	70	Hs_ps31	E
ENSP00000456056	16	70	Hs_ps31	H
ENSP00000456056	54	70	Hs_ps31	L
ENSP00000482773	46	387	Hs_ps1-2	E
ENSP00000482773	164	387	Hs_ps1-2	H
ENSP00000482773	177	387	Hs_ps1-2	L
ENSP00000339621	66	163	Hs_ps13-17	E
ENSP00000339621	29	163	Hs_ps13-17	H
ENSP00000339621	68	163	Hs_ps13-17	L
None_protein328445	8	48	Hs_igen	E
None_protein328445	17	48	Hs_igen	H
None_protein328445	23	48	Hs_igen	L
Hs_rnd_gnm1_399502	7	49	Hs_rand	E
Hs_rnd_gnm1_399502	30	49	Hs_rand	H
Hs_rnd_gnm1_399502	12	49	Hs_rand	L
Hs_rnd_gnm1_987499	10	68	Hs_rand	E
Hs_rnd_gnm1_987499	30	68	Hs_rand	H
Hs_rnd_gnm1_987499	28	68	Hs_rand	L
ENSP00000278888	21	244	Hs_ps13-17	E
ENSP00000278888	93	244	Hs_ps13-17	H
ENSP00000278888	130	244	Hs_ps13-17	L
ENSP00000351530	34	799	Hs_ps1-2	E
ENSP00000351530	157	799	Hs_ps1-2	H
ENSP00000351530	608	799	Hs_ps1-2	L
Hs_rnd_gnm9_231659	0	46	Hs_rand	E
Hs_rnd_gnm9_231659	27	46	Hs_rand	H
Hs_rnd_gnm9_231659	19	46	Hs_rand	L
ENSP00000328992	7	917	Hs_ps1-2	E
ENSP00000328992	595	917	Hs_ps1-2	H
ENSP00000328992	315	917	Hs_ps1-2	L
Hs_rnd_gnm3_663191	14	66	Hs_rand	E
Hs_rnd_gnm3_663191	0	66	Hs_rand	H
Hs_rnd_gnm3_663191	52	66	Hs_rand	L
ENSP00000362873	11	172	Hs_ps1-2	E
ENSP00000362873	82	172	Hs_ps1-2	H
ENSP00000362873	79	172	Hs_ps1-2	L
ENSP00000362870	78	496	Hs_ps1-2	E
ENSP00000362870	167	496	Hs_ps1-2	H
ENSP00000362870	251	496	Hs_ps1-2	L
ENSP00000316644	0	141	Hs_ps20-21	E
ENSP00000316644	14	141	Hs_ps20-21	H
ENSP00000316644	127	141	Hs_ps20-21	L
ENSP00000221459	30	207	Hs_ps1-2	E
ENSP00000221459	26	207	Hs_ps1-2	H
ENSP00000221459	151	207	Hs_ps1-2	L
ENSP00000438895	5	239	Hs_ps13-17	E
ENSP00000438895	171	239	Hs_ps13-17	H
ENSP00000438895	63	239	Hs_ps13-17	L
None_protein614976	29	61	Hs_igen	E
None_protein614976	10	61	Hs_igen	H
None_protein614976	22	61	Hs_igen	L
ENSP00000378996	36	112	Hs_ps13-17	E
ENSP00000378996	6	112	Hs_ps13-17	H
ENSP00000378996	70	112	Hs_ps13-17	L
ENSP00000303246	171	555	Hs_ps1-2	E
ENSP00000303246	127	555	Hs_ps1-2	H
ENSP00000303246	257	555	Hs_ps1-2	L
None_protein1116887	0	146	Hs_igen	E
None_protein1116887	0	146	Hs_igen	H
None_protein1116887	146	146	Hs_igen	L
ENSP00000338283	81	824	Hs_ps1-2	E
ENSP00000338283	84	824	Hs_ps1-2	H
ENSP00000338283	659	824	Hs_ps1-2	L
ENSP00000233154	87	380	Hs_ps1-2	E
ENSP00000233154	21	380	Hs_ps1-2	H
ENSP00000233154	272	380	Hs_ps1-2	L
ENSP00000373413	34	142	Hs_ps1-2	E
ENSP00000373413	30	142	Hs_ps1-2	H
ENSP00000373413	78	142	Hs_ps1-2	L
ENSP00000417185	96	445	Hs_ps1-2	E
ENSP00000417185	43	445	Hs_ps1-2	H
ENSP00000417185	306	445	Hs_ps1-2	L
None_protein462075	5	64	Hs_igen	E
None_protein462075	0	64	Hs_igen	H
None_protein462075	59	64	Hs_igen	L
vdp2013_S4_120	6	49	Hs_ps31	E
vdp2013_S4_120	29	49	Hs_ps31	H
vdp2013_S4_120	14	49	Hs_ps31	L
Hs_rnd_gnm5_1253638	12	52	Hs_rand	E
Hs_rnd_gnm5_1253638	19	52	Hs_rand	H
Hs_rnd_gnm5_1253638	21	52	Hs_rand	L
ENSP00000303423	5	379	Hs_ps1-2	E
ENSP00000303423	232	379	Hs_ps1-2	H
ENSP00000303423	142	379	Hs_ps1-2	L
None_protein697479	23	74	Hs_igen	E
None_protein697479	17	74	Hs_igen	H
None_protein697479	34	74	Hs_igen	L
ENSP00000342240	0	108	Hs_ps20-21	E
ENSP00000342240	0	108	Hs_ps20-21	H
ENSP00000342240	108	108	Hs_ps20-21	L
ENSP00000439943	3	342	Hs_ps1-2	E
ENSP00000439943	114	342	Hs_ps1-2	H
ENSP00000439943	225	342	Hs_ps1-2	L
Raj_Hs_2492	2	131	Hs_ps20-21	E
Raj_Hs_2492	3	131	Hs_ps20-21	H
Raj_Hs_2492	126	131	Hs_ps20-21	L
Raj_Hs_2322	7	63	Hs_ps31	E
Raj_Hs_2322	0	63	Hs_ps31	H
Raj_Hs_2322	56	63	Hs_ps31	L
Raj_Hs_2496	18	59	Hs_ps31	E
Raj_Hs_2496	0	59	Hs_ps31	H
Raj_Hs_2496	41	59	Hs_ps31	L
Raj_Hs_2328	0	53	Hs_ps31	E
Raj_Hs_2328	19	53	Hs_ps31	H
Raj_Hs_2328	34	53	Hs_ps31	L
Raj_Hs_2329	2	79	Hs_ps31	E
Raj_Hs_2329	18	79	Hs_ps31	H
Raj_Hs_2329	59	79	Hs_ps31	L
ENSP00000473036	19	635	Hs_ps13-17	E
ENSP00000473036	38	635	Hs_ps13-17	H
ENSP00000473036	578	635	Hs_ps13-17	L
Raj_Hs_2499	21	155	Hs_ps31	E
Raj_Hs_2499	32	155	Hs_ps31	H
Raj_Hs_2499	102	155	Hs_ps31	L
ENSP00000355523	18	487	Hs_ps1-2	E
ENSP00000355523	180	487	Hs_ps1-2	H
ENSP00000355523	289	487	Hs_ps1-2	L
Hs_rnd_gnm6_1108117	29	53	Hs_rand	E
Hs_rnd_gnm6_1108117	0	53	Hs_rand	H
Hs_rnd_gnm6_1108117	24	53	Hs_rand	L
Hs_rnd_gnm10_353331	24	73	Hs_rand	E
Hs_rnd_gnm10_353331	25	73	Hs_rand	H
Hs_rnd_gnm10_353331	24	73	Hs_rand	L
ENSP00000311513	13	1441	Hs_ps1-2	E
ENSP00000311513	83	1441	Hs_ps1-2	H
ENSP00000311513	1345	1441	Hs_ps1-2	L
Hs_rnd_gnm6_678285	5	46	Hs_rand	E
Hs_rnd_gnm6_678285	19	46	Hs_rand	H
Hs_rnd_gnm6_678285	22	46	Hs_rand	L
ENSP00000260598	77	298	Hs_ps1-2	E
ENSP00000260598	104	298	Hs_ps1-2	H
ENSP00000260598	117	298	Hs_ps1-2	L
None_protein852704	21	74	Hs_igen	E
None_protein852704	6	74	Hs_igen	H
None_protein852704	47	74	Hs_igen	L
Hs_rnd_gnm5_198068	4	52	Hs_rand	E
Hs_rnd_gnm5_198068	43	52	Hs_rand	H
Hs_rnd_gnm5_198068	5	52	Hs_rand	L
Hs_JP201901_372	15	145	Hs_ps31	E
Hs_JP201901_372	19	145	Hs_ps31	H
Hs_JP201901_372	111	145	Hs_ps31	L
Hs_JP201901_375	32	82	Hs_ps31	E
Hs_JP201901_375	11	82	Hs_ps31	H
Hs_JP201901_375	39	82	Hs_ps31	L
Hs_JP201901_376	6	99	Hs_ps31	E
Hs_JP201901_376	42	99	Hs_ps31	H
Hs_JP201901_376	51	99	Hs_ps31	L
None_protein675491	10	76	Hs_igen	E
None_protein675491	43	76	Hs_igen	H
None_protein675491	23	76	Hs_igen	L
None_protein1098165	30	66	Hs_igen	E
None_protein1098165	0	66	Hs_igen	H
None_protein1098165	36	66	Hs_igen	L
ENSP00000243298	50	201	Hs_ps1-2	E
ENSP00000243298	64	201	Hs_ps1-2	H
ENSP00000243298	87	201	Hs_ps1-2	L
ENSP00000218068	2	102	Hs_ps20-21	E
ENSP00000218068	0	102	Hs_ps20-21	H
ENSP00000218068	100	102	Hs_ps20-21	L
Hs_rnd_gnm1_415861	0	44	Hs_rand	E
Hs_rnd_gnm1_415861	14	44	Hs_rand	H
Hs_rnd_gnm1_415861	30	44	Hs_rand	L
Raj_Hs_2146	3	40	Hs_ps31	E
Raj_Hs_2146	5	40	Hs_ps31	H
Raj_Hs_2146	32	40	Hs_ps31	L
None_protein992296	28	48	Hs_igen	E
None_protein992296	0	48	Hs_igen	H
None_protein992296	20	48	Hs_igen	L
ENSP00000326737	9	129	Hs_ps13-17	E
ENSP00000326737	46	129	Hs_ps13-17	H
ENSP00000326737	74	129	Hs_ps13-17	L
None_protein244648	8	61	Hs_igen	E
None_protein244648	44	61	Hs_igen	H
None_protein244648	9	61	Hs_igen	L
ENSP00000419336	25	144	Hs_ps1-2	E
ENSP00000419336	14	144	Hs_ps1-2	H
ENSP00000419336	105	144	Hs_ps1-2	L
ENSP00000386210	15	323	Hs_ps13-17	E
ENSP00000386210	230	323	Hs_ps13-17	H
ENSP00000386210	78	323	Hs_ps13-17	L
Hs_rnd_gnm4_154826	9	40	Hs_rand	E
Hs_rnd_gnm4_154826	14	40	Hs_rand	H
Hs_rnd_gnm4_154826	17	40	Hs_rand	L
ENSP00000378736	2	148	Hs_ps1-2	E
ENSP00000378736	81	148	Hs_ps1-2	H
ENSP00000378736	65	148	Hs_ps1-2	L
None_protein634040	19	66	Hs_igen	E
None_protein634040	0	66	Hs_igen	H
None_protein634040	47	66	Hs_igen	L
Hs_rnd_gnm8_699318	72	237	Hs_rand	E
Hs_rnd_gnm8_699318	84	237	Hs_rand	H
Hs_rnd_gnm8_699318	81	237	Hs_rand	L
ENSP00000466074	75	230	Hs_ps1-2	E
ENSP00000466074	34	230	Hs_ps1-2	H
ENSP00000466074	121	230	Hs_ps1-2	L
Hs_rnd_gnm10_243816	22	58	Hs_rand	E
Hs_rnd_gnm10_243816	10	58	Hs_rand	H
Hs_rnd_gnm10_243816	26	58	Hs_rand	L
ENSP00000307549	89	432	Hs_ps1-2	E
ENSP00000307549	105	432	Hs_ps1-2	H
ENSP00000307549	238	432	Hs_ps1-2	L
ENSP00000371119	2	117	Hs_ps13-17	E
ENSP00000371119	0	117	Hs_ps13-17	H
ENSP00000371119	115	117	Hs_ps13-17	L
ENSP00000371116	5	806	Hs_ps13-17	E
ENSP00000371116	0	806	Hs_ps13-17	H
ENSP00000371116	801	806	Hs_ps13-17	L
ENSP00000371117	0	117	Hs_ps13-17	E
ENSP00000371117	0	117	Hs_ps13-17	H
ENSP00000371117	117	117	Hs_ps13-17	L
ENSP00000419153	91	741	Hs_ps1-2	E
ENSP00000419153	109	741	Hs_ps1-2	H
ENSP00000419153	541	741	Hs_ps1-2	L
Raj_Hs_1364	21	111	Hs_ps31	E
Raj_Hs_1364	28	111	Hs_ps31	H
Raj_Hs_1364	62	111	Hs_ps31	L
ENSP00000229243	27	543	Hs_ps13-17	E
ENSP00000229243	105	543	Hs_ps13-17	H
ENSP00000229243	411	543	Hs_ps13-17	L
Raj_Hs_1369	11	48	Hs_ps31	E
Raj_Hs_1369	0	48	Hs_ps31	H
Raj_Hs_1369	37	48	Hs_ps31	L
ENSP00000361745	2	104	Hs_ps20-21	E
ENSP00000361745	30	104	Hs_ps20-21	H
ENSP00000361745	72	104	Hs_ps20-21	L
ENSP00000478026	3	365	Hs_ps1-2	E
ENSP00000478026	246	365	Hs_ps1-2	H
ENSP00000478026	116	365	Hs_ps1-2	L
ENSP00000370447	0	206	Hs_ps31	E
ENSP00000370447	0	206	Hs_ps31	H
ENSP00000370447	206	206	Hs_ps31	L
ENSP00000251143	15	1052	Hs_ps1-2	E
ENSP00000251143	643	1052	Hs_ps1-2	H
ENSP00000251143	394	1052	Hs_ps1-2	L
ENSP00000334560	28	62	Hs_ps31	E
ENSP00000334560	0	62	Hs_ps31	H
ENSP00000334560	34	62	Hs_ps31	L
Hs_rnd_gnm5_822714	19	79	Hs_rand	E
Hs_rnd_gnm5_822714	24	79	Hs_rand	H
Hs_rnd_gnm5_822714	36	79	Hs_rand	L
ENSP00000462172	9	99	Hs_ps13-17	E
ENSP00000462172	42	99	Hs_ps13-17	H
ENSP00000462172	48	99	Hs_ps13-17	L
None_protein1063117	23	63	Hs_igen	E
None_protein1063117	7	63	Hs_igen	H
None_protein1063117	33	63	Hs_igen	L
None_protein297577	4	92	Hs_igen	E
None_protein297577	15	92	Hs_igen	H
None_protein297577	73	92	Hs_igen	L
Hs_rnd_gnm1_915931	21	49	Hs_rand	E
Hs_rnd_gnm1_915931	3	49	Hs_rand	H
Hs_rnd_gnm1_915931	25	49	Hs_rand	L
Raj_Hs_1148	10	44	Hs_ps31	E
Raj_Hs_1148	0	44	Hs_ps31	H
Raj_Hs_1148	34	44	Hs_ps31	L
None_protein1028187	8	90	Hs_igen	E
None_protein1028187	21	90	Hs_igen	H
None_protein1028187	61	90	Hs_igen	L
ENSP00000298815	43	874	Hs_ps1-2	E
ENSP00000298815	326	874	Hs_ps1-2	H
ENSP00000298815	505	874	Hs_ps1-2	L
Hs_rnd_gnm6_702305	20	61	Hs_rand	E
Hs_rnd_gnm6_702305	17	61	Hs_rand	H
Hs_rnd_gnm6_702305	24	61	Hs_rand	L
Raj_Hs_1142	21	108	Hs_ps31	E
Raj_Hs_1142	6	108	Hs_ps31	H
Raj_Hs_1142	81	108	Hs_ps31	L
Raj_Hs_1147	12	56	Hs_ps31	E
Raj_Hs_1147	0	56	Hs_ps31	H
Raj_Hs_1147	44	56	Hs_ps31	L
Hs_rnd_gnm6_159814	14	42	Hs_rand	E
Hs_rnd_gnm6_159814	10	42	Hs_rand	H
Hs_rnd_gnm6_159814	18	42	Hs_rand	L
ENSP00000387124	0	922	Hs_ps13-17	E
ENSP00000387124	3	922	Hs_ps13-17	H
ENSP00000387124	919	922	Hs_ps13-17	L
None_protein555064	8	54	Hs_igen	E
None_protein555064	36	54	Hs_igen	H
None_protein555064	10	54	Hs_igen	L
Raj_Hs_248	0	42	Hs_ps31	E
Raj_Hs_248	20	42	Hs_ps31	H
Raj_Hs_248	22	42	Hs_ps31	L
