protein	number_letter	pfam_domain	domain_length	group	letter
ENSP00000345785	14	PF01534.16	321	Hs_ps1-2	E
ENSP00000345785	222	PF01534.16	321	Hs_ps1-2	H
ENSP00000345785	85	PF01534.16	321	Hs_ps1-2	L
ENSP00000438588	110	PF01268.18	590	Hs_ps1-2	E
ENSP00000438588	235	PF01268.18	590	Hs_ps1-2	H
ENSP00000438588	245	PF01268.18	590	Hs_ps1-2	L
ENSP00000242257	36	PF01728.18	184	Hs_ps1-2	E
ENSP00000242257	65	PF01728.18	184	Hs_ps1-2	H
ENSP00000242257	83	PF01728.18	184	Hs_ps1-2	L
ENSP00000313377	62	PF03630.13	351	Hs_ps1-2	E
ENSP00000313377	116	PF03630.13	351	Hs_ps1-2	H
ENSP00000313377	173	PF03630.13	351	Hs_ps1-2	L
ENSP00000269571	15	PF00757.19	153	Hs_ps1-2	E
ENSP00000269571	8	PF00757.19	153	Hs_ps1-2	H
ENSP00000269571	130	PF00757.19	153	Hs_ps1-2	L
ENSP00000276659	0	PF15913.4	106	Hs_ps1-2	E
ENSP00000276659	0	PF15913.4	106	Hs_ps1-2	H
ENSP00000276659	106	PF15913.4	106	Hs_ps1-2	L
ENSP00000348086	0	PF14922.5	150	Hs_ps1-2	E
ENSP00000348086	98	PF14922.5	150	Hs_ps1-2	H
ENSP00000348086	52	PF14922.5	150	Hs_ps1-2	L
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	E
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000254898	35	PF14670.5	35	Hs_ps1-2	L
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	E
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000254898	35	PF14670.5	35	Hs_ps1-2	L
ENSP00000254898	3	PF14670.5	35	Hs_ps1-2	E
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000254898	32	PF14670.5	35	Hs_ps1-2	L
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	E
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000254898	35	PF14670.5	35	Hs_ps1-2	L
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	E
ENSP00000254898	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000254898	35	PF14670.5	35	Hs_ps1-2	L
ENSP00000261349	3	PF14670.5	37	Hs_ps1-2	E
ENSP00000261349	0	PF14670.5	37	Hs_ps1-2	H
ENSP00000261349	34	PF14670.5	37	Hs_ps1-2	L
ENSP00000261349	3	PF14670.5	35	Hs_ps1-2	E
ENSP00000261349	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000261349	32	PF14670.5	35	Hs_ps1-2	L
ENSP00000261349	2	PF14670.5	36	Hs_ps1-2	E
ENSP00000261349	0	PF14670.5	36	Hs_ps1-2	H
ENSP00000261349	34	PF14670.5	36	Hs_ps1-2	L
ENSP00000261349	0	PF14670.5	36	Hs_ps1-2	E
ENSP00000261349	0	PF14670.5	36	Hs_ps1-2	H
ENSP00000261349	36	PF14670.5	36	Hs_ps1-2	L
ENSP00000348982	6	PF14670.5	35	Hs_ps1-2	E
ENSP00000348982	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000348982	29	PF14670.5	35	Hs_ps1-2	L
ENSP00000348982	0	PF14670.5	36	Hs_ps1-2	E
ENSP00000348982	0	PF14670.5	36	Hs_ps1-2	H
ENSP00000348982	36	PF14670.5	36	Hs_ps1-2	L
ENSP00000348982	2	PF14670.5	35	Hs_ps1-2	E
ENSP00000348982	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000348982	33	PF14670.5	35	Hs_ps1-2	L
ENSP00000348982	0	PF14670.5	35	Hs_ps1-2	E
ENSP00000348982	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000348982	35	PF14670.5	35	Hs_ps1-2	L
ENSP00000331831	6	PF14670.5	35	Hs_ps1-2	E
ENSP00000331831	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000331831	29	PF14670.5	35	Hs_ps1-2	L
ENSP00000362870	0	PF14670.5	35	Hs_ps1-2	E
ENSP00000362870	0	PF14670.5	35	Hs_ps1-2	H
ENSP00000362870	35	PF14670.5	35	Hs_ps1-2	L
ENSP00000322373	6	PF01363.20	63	Hs_ps1-2	E
ENSP00000322373	6	PF01363.20	63	Hs_ps1-2	H
ENSP00000322373	51	PF01363.20	63	Hs_ps1-2	L
ENSP00000274963	4	PF01363.20	61	Hs_ps1-2	E
ENSP00000274963	13	PF01363.20	61	Hs_ps1-2	H
ENSP00000274963	44	PF01363.20	61	Hs_ps1-2	L
ENSP00000441178	0	PF01363.20	62	Hs_ps1-2	E
ENSP00000441178	45	PF01363.20	62	Hs_ps1-2	H
ENSP00000441178	17	PF01363.20	62	Hs_ps1-2	L
ENSP00000347498	5	PF01363.20	55	Hs_ps1-2	E
ENSP00000347498	10	PF01363.20	55	Hs_ps1-2	H
ENSP00000347498	40	PF01363.20	55	Hs_ps1-2	L
ENSP00000263033	11	PF02318.15	113	Hs_ps1-2	E
ENSP00000263033	51	PF02318.15	113	Hs_ps1-2	H
ENSP00000263033	51	PF02318.15	113	Hs_ps1-2	L
ENSP00000345785	0	PF01392.21	107	Hs_ps1-2	E
ENSP00000345785	43	PF01392.21	107	Hs_ps1-2	H
ENSP00000345785	64	PF01392.21	107	Hs_ps1-2	L
ENSP00000354255	0	PF01392.21	108	Hs_ps1-2	E
ENSP00000354255	49	PF01392.21	108	Hs_ps1-2	H
ENSP00000354255	59	PF01392.21	108	Hs_ps1-2	L
ENSP00000360120	30	PF01392.21	118	Hs_ps1-2	E
ENSP00000360120	0	PF01392.21	118	Hs_ps1-2	H
ENSP00000360120	88	PF01392.21	118	Hs_ps1-2	L
ENSP00000364860	18	PF01392.21	117	Hs_ps1-2	E
ENSP00000364860	0	PF01392.21	117	Hs_ps1-2	H
ENSP00000364860	99	PF01392.21	117	Hs_ps1-2	L
ENSP00000355523	0	PF00631.21	60	Hs_ps1-2	E
ENSP00000355523	16	PF00631.21	60	Hs_ps1-2	H
ENSP00000355523	44	PF00631.21	60	Hs_ps1-2	L
ENSP00000316109	5	PF01585.22	42	Hs_ps1-2	E
ENSP00000316109	8	PF01585.22	42	Hs_ps1-2	H
ENSP00000316109	29	PF01585.22	42	Hs_ps1-2	L
ENSP00000316109	5	PF12656.6	40	Hs_ps1-2	E
ENSP00000316109	7	PF12656.6	40	Hs_ps1-2	H
ENSP00000316109	28	PF12656.6	40	Hs_ps1-2	L
ENSP00000346886	24	PF11620.7	81	Hs_ps1-2	E
ENSP00000346886	18	PF11620.7	81	Hs_ps1-2	H
ENSP00000346886	39	PF11620.7	81	Hs_ps1-2	L
ENSP00000355086	21	PF02938.13	95	Hs_ps1-2	E
ENSP00000355086	38	PF02938.13	95	Hs_ps1-2	H
ENSP00000355086	36	PF02938.13	95	Hs_ps1-2	L
ENSP00000255266	43	PF01590.25	136	Hs_ps1-2	E
ENSP00000255266	21	PF01590.25	136	Hs_ps1-2	H
ENSP00000255266	72	PF01590.25	136	Hs_ps1-2	L
ENSP00000255266	45	PF01590.25	176	Hs_ps1-2	E
ENSP00000255266	32	PF01590.25	176	Hs_ps1-2	H
ENSP00000255266	99	PF01590.25	176	Hs_ps1-2	L
ENSP00000359760	36	PF16489.4	221	Hs_ps1-2	E
ENSP00000359760	75	PF16489.4	221	Hs_ps1-2	H
ENSP00000359760	110	PF16489.4	221	Hs_ps1-2	L
ENSP00000192314	28	PF06990.10	383	Hs_ps1-2	E
ENSP00000192314	193	PF06990.10	383	Hs_ps1-2	H
ENSP00000192314	162	PF06990.10	383	Hs_ps1-2	L
ENSP00000356433	28	PF06990.10	215	Hs_ps1-2	E
ENSP00000356433	56	PF06990.10	215	Hs_ps1-2	H
ENSP00000356433	131	PF06990.10	215	Hs_ps1-2	L
ENSP00000309576	60	PF00337.21	132	Hs_ps1-2	E
ENSP00000309576	0	PF00337.21	132	Hs_ps1-2	H
ENSP00000309576	72	PF00337.21	132	Hs_ps1-2	L
ENSP00000309576	59	PF00337.21	128	Hs_ps1-2	E
ENSP00000309576	0	PF00337.21	128	Hs_ps1-2	H
ENSP00000309576	69	PF00337.21	128	Hs_ps1-2	L
ENSP00000313571	63	PF00337.21	127	Hs_ps1-2	E
ENSP00000313571	0	PF00337.21	127	Hs_ps1-2	H
ENSP00000313571	64	PF00337.21	127	Hs_ps1-2	L
ENSP00000381699	34	PF01762.20	188	Hs_ps1-2	E
ENSP00000381699	70	PF01762.20	188	Hs_ps1-2	H
ENSP00000381699	84	PF01762.20	188	Hs_ps1-2	L
ENSP00000319636	32	PF01762.20	189	Hs_ps1-2	E
ENSP00000319636	70	PF01762.20	189	Hs_ps1-2	H
ENSP00000319636	87	PF01762.20	189	Hs_ps1-2	L
ENSP00000453129	15	PF10509.8	48	Hs_ps1-2	E
ENSP00000453129	12	PF10509.8	48	Hs_ps1-2	H
ENSP00000453129	21	PF10509.8	48	Hs_ps1-2	L
ENSP00000368119	26	PF01087.21	172	Hs_ps1-2	E
ENSP00000368119	19	PF01087.21	172	Hs_ps1-2	H
ENSP00000368119	127	PF01087.21	172	Hs_ps1-2	L
ENSP00000368119	40	PF02744.16	165	Hs_ps1-2	E
ENSP00000368119	54	PF02744.16	165	Hs_ps1-2	H
ENSP00000368119	71	PF02744.16	165	Hs_ps1-2	L
ENSP00000300255	22	PF02140.17	83	Hs_ps1-2	E
ENSP00000300255	9	PF02140.17	83	Hs_ps1-2	H
ENSP00000300255	52	PF02140.17	83	Hs_ps1-2	L
ENSP00000300255	23	PF02140.17	83	Hs_ps1-2	E
ENSP00000300255	9	PF02140.17	83	Hs_ps1-2	H
ENSP00000300255	51	PF02140.17	83	Hs_ps1-2	L
ENSP00000359760	23	PF02140.17	80	Hs_ps1-2	E
ENSP00000359760	8	PF02140.17	80	Hs_ps1-2	H
ENSP00000359760	49	PF02140.17	80	Hs_ps1-2	L
ENSP00000311962	0	PF03127.13	77	Hs_ps1-2	E
ENSP00000311962	59	PF03127.13	77	Hs_ps1-2	H
ENSP00000311962	18	PF03127.13	77	Hs_ps1-2	L
ENSP00000460823	0	PF03127.13	76	Hs_ps1-2	E
ENSP00000460823	60	PF03127.13	76	Hs_ps1-2	H
ENSP00000460823	16	PF03127.13	76	Hs_ps1-2	L
ENSP00000365858	0	PF00320.26	33	Hs_ps1-2	E
ENSP00000365858	0	PF00320.26	33	Hs_ps1-2	H
ENSP00000365858	33	PF00320.26	33	Hs_ps1-2	L
ENSP00000365858	0	PF00320.26	33	Hs_ps1-2	E
ENSP00000365858	5	PF00320.26	33	Hs_ps1-2	H
ENSP00000365858	28	PF00320.26	33	Hs_ps1-2	L
ENSP00000361704	49	PF00117.27	231	Hs_ps1-2	E
ENSP00000361704	61	PF00117.27	231	Hs_ps1-2	H
ENSP00000361704	121	PF00117.27	231	Hs_ps1-2	L
ENSP00000263985	66	PF02934.14	284	Hs_ps1-2	E
ENSP00000263985	54	PF02934.14	284	Hs_ps1-2	H
ENSP00000263985	164	PF02934.14	284	Hs_ps1-2	L
ENSP00000263985	0	PF02637.17	149	Hs_ps1-2	E
ENSP00000263985	108	PF02637.17	149	Hs_ps1-2	H
ENSP00000263985	41	PF02637.17	149	Hs_ps1-2	L
ENSP00000315006	0	PF07670.13	95	Hs_ps1-2	E
ENSP00000315006	86	PF07670.13	95	Hs_ps1-2	H
ENSP00000315006	9	PF07670.13	95	Hs_ps1-2	L
ENSP00000236709	10	PF04572.11	124	Hs_ps1-2	E
ENSP00000236709	39	PF04572.11	124	Hs_ps1-2	H
ENSP00000236709	75	PF04572.11	124	Hs_ps1-2	L
ENSP00000374399	61	PF08704.9	222	Hs_ps1-2	E
ENSP00000374399	59	PF08704.9	222	Hs_ps1-2	H
ENSP00000374399	102	PF08704.9	222	Hs_ps1-2	L
ENSP00000328992	7	PF07842.11	212	Hs_ps1-2	E
ENSP00000328992	140	PF07842.11	212	Hs_ps1-2	H
ENSP00000328992	65	PF07842.11	212	Hs_ps1-2	L
ENSP00000447537	0	PF06320.12	112	Hs_ps1-2	E
ENSP00000447537	110	PF06320.12	112	Hs_ps1-2	H
ENSP00000447537	2	PF06320.12	112	Hs_ps1-2	L
ENSP00000491651	35	PF01597.18	93	Hs_ps1-2	E
ENSP00000491651	10	PF01597.18	93	Hs_ps1-2	H
ENSP00000491651	48	PF01597.18	93	Hs_ps1-2	L
ENSP00000490147	12	PF00996.17	64	Hs_ps1-2	E
ENSP00000490147	21	PF00996.17	64	Hs_ps1-2	H
ENSP00000490147	31	PF00996.17	64	Hs_ps1-2	L
ENSP00000414019	21	PF03009.16	129	Hs_ps1-2	E
ENSP00000414019	28	PF03009.16	129	Hs_ps1-2	H
ENSP00000414019	80	PF03009.16	129	Hs_ps1-2	L
ENSP00000370194	51	PF16363.4	331	Hs_ps1-2	E
ENSP00000370194	137	PF16363.4	331	Hs_ps1-2	H
ENSP00000370194	143	PF16363.4	331	Hs_ps1-2	L
ENSP00000332407	47	PF16363.4	244	Hs_ps1-2	E
ENSP00000332407	86	PF16363.4	244	Hs_ps1-2	H
ENSP00000332407	111	PF16363.4	244	Hs_ps1-2	L
ENSP00000358421	31	PF16363.4	159	Hs_ps1-2	E
ENSP00000358421	56	PF16363.4	159	Hs_ps1-2	H
ENSP00000358421	72	PF16363.4	159	Hs_ps1-2	L
ENSP00000325425	19	PF16363.4	107	Hs_ps1-2	E
ENSP00000325425	32	PF16363.4	107	Hs_ps1-2	H
ENSP00000325425	56	PF16363.4	107	Hs_ps1-2	L
ENSP00000362924	26	PF00626.21	82	Hs_ps1-2	E
ENSP00000362924	20	PF00626.21	82	Hs_ps1-2	H
ENSP00000362924	36	PF00626.21	82	Hs_ps1-2	L
ENSP00000362924	26	PF00626.21	72	Hs_ps1-2	E
ENSP00000362924	21	PF00626.21	72	Hs_ps1-2	H
ENSP00000362924	25	PF00626.21	72	Hs_ps1-2	L
ENSP00000362924	17	PF00626.21	72	Hs_ps1-2	E
ENSP00000362924	19	PF00626.21	72	Hs_ps1-2	H
ENSP00000362924	36	PF00626.21	72	Hs_ps1-2	L
ENSP00000362924	27	PF00626.21	81	Hs_ps1-2	E
ENSP00000362924	21	PF00626.21	81	Hs_ps1-2	H
ENSP00000362924	33	PF00626.21	81	Hs_ps1-2	L
ENSP00000362924	21	PF00626.21	66	Hs_ps1-2	E
ENSP00000362924	18	PF00626.21	66	Hs_ps1-2	H
ENSP00000362924	27	PF00626.21	66	Hs_ps1-2	L
ENSP00000362924	20	PF00626.21	75	Hs_ps1-2	E
ENSP00000362924	19	PF00626.21	75	Hs_ps1-2	H
ENSP00000362924	36	PF00626.21	75	Hs_ps1-2	L
ENSP00000269571	0	PF14843.5	131	Hs_ps1-2	E
ENSP00000269571	0	PF14843.5	131	Hs_ps1-2	H
ENSP00000269571	131	PF14843.5	131	Hs_ps1-2	L
ENSP00000365426	49	PF06094.11	119	Hs_ps1-2	E
ENSP00000365426	16	PF06094.11	119	Hs_ps1-2	H
ENSP00000365426	54	PF06094.11	119	Hs_ps1-2	L
ENSP00000453129	7	PF08544.12	68	Hs_ps1-2	E
ENSP00000453129	44	PF08544.12	68	Hs_ps1-2	H
ENSP00000453129	17	PF08544.12	68	Hs_ps1-2	L
ENSP00000453129	3	PF00288.25	63	Hs_ps1-2	E
ENSP00000453129	39	PF00288.25	63	Hs_ps1-2	H
ENSP00000453129	21	PF00288.25	63	Hs_ps1-2	L
ENSP00000331831	0	PF00594.19	39	Hs_ps1-2	E
ENSP00000331831	0	PF00594.19	39	Hs_ps1-2	H
ENSP00000331831	39	PF00594.19	39	Hs_ps1-2	L
ENSP00000006658	10	PF07221.10	115	Hs_ps1-2	E
ENSP00000006658	61	PF07221.10	115	Hs_ps1-2	H
ENSP00000006658	44	PF07221.10	115	Hs_ps1-2	L
ENSP00000308622	2	PF07817.12	238	Hs_ps1-2	E
ENSP00000308622	186	PF07817.12	238	Hs_ps1-2	H
ENSP00000308622	50	PF07817.12	238	Hs_ps1-2	L
ENSP00000382670	17	PF00462.23	68	Hs_ps1-2	E
ENSP00000382670	21	PF00462.23	68	Hs_ps1-2	H
ENSP00000382670	30	PF00462.23	68	Hs_ps1-2	L
ENSP00000261195	90	PF05693.12	630	Hs_ps1-2	E
ENSP00000261195	226	PF05693.12	630	Hs_ps1-2	H
ENSP00000261195	314	PF05693.12	630	Hs_ps1-2	L
ENSP00000447852	37	PF00535.25	183	Hs_ps1-2	E
ENSP00000447852	57	PF00535.25	183	Hs_ps1-2	H
ENSP00000447852	89	PF00535.25	183	Hs_ps1-2	L
ENSP00000436604	34	PF00535.25	183	Hs_ps1-2	E
ENSP00000436604	55	PF00535.25	183	Hs_ps1-2	H
ENSP00000436604	94	PF00535.25	183	Hs_ps1-2	L
ENSP00000297107	37	PF00535.25	184	Hs_ps1-2	E
ENSP00000297107	61	PF00535.25	184	Hs_ps1-2	H
ENSP00000297107	86	PF00535.25	184	Hs_ps1-2	L
ENSP00000348668	33	PF00535.25	185	Hs_ps1-2	E
ENSP00000348668	59	PF00535.25	185	Hs_ps1-2	H
ENSP00000348668	93	PF00535.25	185	Hs_ps1-2	L
ENSP00000423313	33	PF00535.25	184	Hs_ps1-2	E
ENSP00000423313	64	PF00535.25	184	Hs_ps1-2	H
ENSP00000423313	87	PF00535.25	184	Hs_ps1-2	L
ENSP00000344260	33	PF00535.25	158	Hs_ps1-2	E
ENSP00000344260	48	PF00535.25	158	Hs_ps1-2	H
ENSP00000344260	77	PF00535.25	158	Hs_ps1-2	L
ENSP00000341828	74	PF00704.27	341	Hs_ps1-2	E
ENSP00000341828	86	PF00704.27	341	Hs_ps1-2	H
ENSP00000341828	181	PF00704.27	341	Hs_ps1-2	L
ENSP00000358747	66	PF00704.27	337	Hs_ps1-2	E
ENSP00000358747	91	PF00704.27	337	Hs_ps1-2	H
ENSP00000358747	180	PF00704.27	337	Hs_ps1-2	L
ENSP00000337854	15	PF00728.21	142	Hs_ps1-2	E
ENSP00000337854	68	PF00728.21	142	Hs_ps1-2	H
ENSP00000337854	59	PF00728.21	142	Hs_ps1-2	L
ENSP00000264382	79	PF01055.25	473	Hs_ps1-2	E
ENSP00000264382	129	PF01055.25	473	Hs_ps1-2	H
ENSP00000264382	265	PF01055.25	473	Hs_ps1-2	L
ENSP00000264382	76	PF01055.25	496	Hs_ps1-2	E
ENSP00000264382	118	PF01055.25	496	Hs_ps1-2	H
ENSP00000264382	302	PF01055.25	496	Hs_ps1-2	L
ENSP00000261304	60	PF02057.14	299	Hs_ps1-2	E
ENSP00000261304	90	PF02057.14	299	Hs_ps1-2	H
ENSP00000261304	149	PF02057.14	299	Hs_ps1-2	L
ENSP00000261304	57	PF17387.1	115	Hs_ps1-2	E
ENSP00000261304	0	PF17387.1	115	Hs_ps1-2	H
ENSP00000261304	58	PF17387.1	115	Hs_ps1-2	L
ENSP00000367343	95	PF12215.7	304	Hs_ps1-2	E
ENSP00000367343	33	PF12215.7	304	Hs_ps1-2	H
ENSP00000367343	176	PF12215.7	304	Hs_ps1-2	L
ENSP00000472821	28	PF13641.5	176	Hs_ps1-2	E
ENSP00000472821	82	PF13641.5	176	Hs_ps1-2	H
ENSP00000472821	66	PF13641.5	176	Hs_ps1-2	L
ENSP00000344260	43	PF13641.5	243	Hs_ps1-2	E
ENSP00000344260	80	PF13641.5	243	Hs_ps1-2	H
ENSP00000344260	120	PF13641.5	243	Hs_ps1-2	L
ENSP00000345270	42	PF04724.12	153	Hs_ps1-2	E
ENSP00000345270	48	PF04724.12	153	Hs_ps1-2	H
ENSP00000345270	63	PF04724.12	153	Hs_ps1-2	L
ENSP00000281923	76	PF15024.5	554	Hs_ps1-2	E
ENSP00000281923	185	PF15024.5	554	Hs_ps1-2	H
ENSP00000281923	293	PF15024.5	554	Hs_ps1-2	L
ENSP00000472821	23	PF13506.5	163	Hs_ps1-2	E
ENSP00000472821	81	PF13506.5	163	Hs_ps1-2	H
ENSP00000472821	59	PF13506.5	163	Hs_ps1-2	L
ENSP00000414073	50	PF00777.17	253	Hs_ps1-2	E
ENSP00000414073	61	PF00777.17	253	Hs_ps1-2	H
ENSP00000414073	142	PF00777.17	253	Hs_ps1-2	L
ENSP00000231461	54	PF00777.17	257	Hs_ps1-2	E
ENSP00000231461	55	PF00777.17	257	Hs_ps1-2	H
ENSP00000231461	148	PF00777.17	257	Hs_ps1-2	L
ENSP00000492098	42	PF00777.17	258	Hs_ps1-2	E
ENSP00000492098	58	PF00777.17	258	Hs_ps1-2	H
ENSP00000492098	158	PF00777.17	258	Hs_ps1-2	L
ENSP00000348451	34	PF00777.17	243	Hs_ps1-2	E
ENSP00000348451	59	PF00777.17	243	Hs_ps1-2	H
ENSP00000348451	150	PF00777.17	243	Hs_ps1-2	L
ENSP00000355273	31	PF00777.17	214	Hs_ps1-2	E
ENSP00000355273	44	PF00777.17	214	Hs_ps1-2	H
ENSP00000355273	139	PF00777.17	214	Hs_ps1-2	L
ENSP00000361110	65	PF03414.12	312	Hs_ps1-2	E
ENSP00000361110	96	PF03414.12	312	Hs_ps1-2	H
ENSP00000361110	151	PF03414.12	312	Hs_ps1-2	L
ENSP00000348668	5	PF02709.13	59	Hs_ps1-2	E
ENSP00000348668	24	PF02709.13	59	Hs_ps1-2	H
ENSP00000348668	30	PF02709.13	59	Hs_ps1-2	L
ENSP00000297107	12	PF02709.13	52	Hs_ps1-2	E
ENSP00000297107	19	PF02709.13	52	Hs_ps1-2	H
ENSP00000297107	21	PF02709.13	52	Hs_ps1-2	L
ENSP00000423313	10	PF02709.13	52	Hs_ps1-2	E
ENSP00000423313	20	PF02709.13	52	Hs_ps1-2	H
ENSP00000423313	22	PF02709.13	52	Hs_ps1-2	L
ENSP00000447852	4	PF02709.13	53	Hs_ps1-2	E
ENSP00000447852	23	PF02709.13	53	Hs_ps1-2	H
ENSP00000447852	26	PF02709.13	53	Hs_ps1-2	L
ENSP00000436604	4	PF02709.13	53	Hs_ps1-2	E
ENSP00000436604	22	PF02709.13	53	Hs_ps1-2	H
ENSP00000436604	27	PF02709.13	53	Hs_ps1-2	L
ENSP00000309640	20	PF01501.19	155	Hs_ps1-2	E
ENSP00000309640	69	PF01501.19	155	Hs_ps1-2	H
ENSP00000309640	66	PF01501.19	155	Hs_ps1-2	L
ENSP00000365172	42	PF05686.11	334	Hs_ps1-2	E
ENSP00000365172	125	PF05686.11	334	Hs_ps1-2	H
ENSP00000365172	167	PF05686.11	334	Hs_ps1-2	L
ENSP00000472821	22	PF13632.5	206	Hs_ps1-2	E
ENSP00000472821	130	PF13632.5	206	Hs_ps1-2	H
ENSP00000472821	54	PF13632.5	206	Hs_ps1-2	L
ENSP00000378260	27	PF04101.15	118	Hs_ps1-2	E
ENSP00000378260	46	PF04101.15	118	Hs_ps1-2	H
ENSP00000378260	45	PF04101.15	118	Hs_ps1-2	L
ENSP00000304845	11	PF04101.15	70	Hs_ps1-2	E
ENSP00000304845	33	PF04101.15	70	Hs_ps1-2	H
ENSP00000304845	26	PF04101.15	70	Hs_ps1-2	L
ENSP00000418532	11	PF04101.15	70	Hs_ps1-2	E
ENSP00000418532	33	PF04101.15	70	Hs_ps1-2	H
ENSP00000418532	26	PF04101.15	70	Hs_ps1-2	L
ENSP00000341045	14	PF04101.15	73	Hs_ps1-2	E
ENSP00000341045	35	PF04101.15	73	Hs_ps1-2	H
ENSP00000341045	24	PF04101.15	73	Hs_ps1-2	L
ENSP00000488958	31	PF08444.9	88	Hs_ps1-2	E
ENSP00000488958	24	PF08444.9	88	Hs_ps1-2	H
ENSP00000488958	33	PF08444.9	88	Hs_ps1-2	L
ENSP00000488958	50	PF06021.10	205	Hs_ps1-2	E
ENSP00000488958	60	PF06021.10	205	Hs_ps1-2	H
ENSP00000488958	95	PF06021.10	205	Hs_ps1-2	L
ENSP00000236709	19	PF04488.14	115	Hs_ps1-2	E
ENSP00000236709	48	PF04488.14	115	Hs_ps1-2	H
ENSP00000236709	48	PF04488.14	115	Hs_ps1-2	L
ENSP00000344942	61	PF05351.10	159	Hs_ps1-2	E
ENSP00000344942	31	PF05351.10	159	Hs_ps1-2	H
ENSP00000344942	67	PF05351.10	159	Hs_ps1-2	L
ENSP00000271375	5	PF04178.11	110	Hs_ps1-2	E
ENSP00000271375	91	PF04178.11	110	Hs_ps1-2	H
ENSP00000271375	14	PF04178.11	110	Hs_ps1-2	L
ENSP00000308535	14	PF04178.11	95	Hs_ps1-2	E
ENSP00000308535	70	PF04178.11	95	Hs_ps1-2	H
ENSP00000308535	11	PF04178.11	95	Hs_ps1-2	L
ENSP00000366157	13	PF10192.8	262	Hs_ps1-2	E
ENSP00000366157	207	PF10192.8	262	Hs_ps1-2	H
ENSP00000366157	42	PF10192.8	262	Hs_ps1-2	L
ENSP00000427130	69	PF11904.7	314	Hs_ps1-2	E
ENSP00000427130	48	PF11904.7	314	Hs_ps1-2	H
ENSP00000427130	197	PF11904.7	314	Hs_ps1-2	L
ENSP00000265070	18	PF05719.10	211	Hs_ps1-2	E
ENSP00000265070	119	PF05719.10	211	Hs_ps1-2	H
ENSP00000265070	74	PF05719.10	211	Hs_ps1-2	L
ENSP00000359760	12	PF01825.20	43	Hs_ps1-2	E
ENSP00000359760	5	PF01825.20	43	Hs_ps1-2	H
ENSP00000359760	26	PF01825.20	43	Hs_ps1-2	L
ENSP00000311545	13	PF01825.20	42	Hs_ps1-2	E
ENSP00000311545	0	PF01825.20	42	Hs_ps1-2	H
ENSP00000311545	29	PF01825.20	42	Hs_ps1-2	L
ENSP00000480090	9	PF01825.20	38	Hs_ps1-2	E
ENSP00000480090	5	PF01825.20	38	Hs_ps1-2	H
ENSP00000480090	24	PF01825.20	38	Hs_ps1-2	L
ENSP00000268712	0	PF15784.4	88	Hs_ps1-2	E
ENSP00000268712	4	PF15784.4	88	Hs_ps1-2	H
ENSP00000268712	84	PF15784.4	88	Hs_ps1-2	L
ENSP00000222286	50	PF02800.19	157	Hs_ps1-2	E
ENSP00000222286	45	PF02800.19	157	Hs_ps1-2	H
ENSP00000222286	62	PF02800.19	157	Hs_ps1-2	L
ENSP00000222286	31	PF00044.23	97	Hs_ps1-2	E
ENSP00000222286	21	PF00044.23	97	Hs_ps1-2	H
ENSP00000222286	45	PF00044.23	97	Hs_ps1-2	L
ENSP00000411197	31	PF02893.19	103	Hs_ps1-2	E
ENSP00000411197	36	PF02893.19	103	Hs_ps1-2	H
ENSP00000411197	36	PF02893.19	103	Hs_ps1-2	L
ENSP00000411197	41	PF02893.19	108	Hs_ps1-2	E
ENSP00000411197	16	PF02893.19	108	Hs_ps1-2	H
ENSP00000411197	51	PF02893.19	108	Hs_ps1-2	L
ENSP00000359423	45	PF02893.19	106	Hs_ps1-2	E
ENSP00000359423	22	PF02893.19	106	Hs_ps1-2	H
ENSP00000359423	39	PF02893.19	106	Hs_ps1-2	L
ENSP00000345752	47	PF02893.19	110	Hs_ps1-2	E
ENSP00000345752	23	PF02893.19	110	Hs_ps1-2	H
ENSP00000345752	40	PF02893.19	110	Hs_ps1-2	L
ENSP00000386810	0	PF01465.19	42	Hs_ps1-2	E
ENSP00000386810	25	PF01465.19	42	Hs_ps1-2	H
ENSP00000386810	17	PF01465.19	42	Hs_ps1-2	L
ENSP00000303659	3	PF01465.19	42	Hs_ps1-2	E
ENSP00000303659	27	PF01465.19	42	Hs_ps1-2	H
ENSP00000303659	12	PF01465.19	42	Hs_ps1-2	L
ENSP00000335620	3	PF00043.24	91	Hs_ps1-2	E
ENSP00000335620	66	PF00043.24	91	Hs_ps1-2	H
ENSP00000335620	22	PF00043.24	91	Hs_ps1-2	L
ENSP00000331901	8	PF00043.24	90	Hs_ps1-2	E
