protein	age	num_domains	total_domain_length	protein_length
vdp2013_S4_757	Hs_ps31	0	0	97
vdp2013_S4_756	Hs_ps31	0	0	63
vdp2013_S4_751	Hs_ps31	0	0	65
vdp2013_S4_750	Hs_ps31	0	0	41
vdp2013_S4_753	Hs_ps31	0	0	48
None_protein490020	Hs_igen	0	0	42
ENSP00000492528	Hs_ps1-2	4	581	888
None_protein194967	Hs_igen	0	0	62
None_protein373246	Hs_igen	0	0	68
ENSP00000371886	Hs_ps1-2	3	504	1012
ENSP00000316012	Hs_ps20-21	1	66	108
ENSP00000346886	Hs_ps1-2	3	239	454
ENSP00000392252	Hs_ps1-2	1	238	850
ENSP00000434717	Hs_ps13-17	0	0	199
None_protein585724	Hs_igen	0	0	94
Hs_rnd_gnm10_1029714	Hs_rand	0	0	135
None_protein855922	Hs_igen	0	0	115
Hs_rnd_gnm9_387530	Hs_rand	0	0	43
Hs_rnd_gnm8_565482	Hs_rand	0	0	60
ENSP00000320935	Hs_ps1-2	2	455	509
Hs_rnd_gnm6_781632	Hs_rand	0	0	41
ENSP00000324111	Hs_ps1-2	2	274	324
None_protein150339	Hs_igen	0	0	113
ENSP00000335538	Hs_ps20-21	1	29	70
Raj_Hs_1706	Hs_ps31	0	0	47
None_protein18912	Hs_igen	0	0	51
ENSP00000447795	Hs_ps13-17	1	111	207
None_protein993977	Hs_igen	0	0	72
Raj_Hs_406	Hs_ps31	0	0	74
Raj_Hs_404	Hs_ps31	0	0	40
Raj_Hs_155	Hs_ps20-21	0	0	53
Raj_Hs_152	Hs_ps31	0	0	51
ENSP00000319071	Hs_ps1-2	3	272	330
ENSP00000404464	Hs_ps1-2	3	84	406
ENSP00000332449	Hs_ps1-2	1	56	77
None_protein1243908	Hs_igen	0	0	48
Hs_rnd_gnm5_322764	Hs_rand	0	0	65
Hs_rnd_gnm6_265626	Hs_rand	0	0	54
ENSP00000251768	Hs_ps1-2	2	798	1137
None_protein166501	Hs_igen	0	0	41
None_protein828714	Hs_igen	0	0	75
Hs_rnd_gnm2_1178326	Hs_rand	0	0	116
Hs_rnd_gnm3_1187045	Hs_rand	0	0	65
None_protein318381	Hs_igen	0	0	46
None_protein673790	Hs_igen	0	0	48
vdp2013_S4_7	Hs_ps31	0	0	94
vdp2013_S4_5	Hs_ps31	0	0	52
ENSP00000250111	Hs_ps1-2	1	276	290
Hs_rnd_gnm9_102733	Hs_rand	0	0	58
ENSP00000359848	Hs_ps1-2	1	232	395
None_protein444287	Hs_igen	0	0	50
ENSP00000274170	Hs_ps1-2	6	588	790
ENSP00000317469	Hs_ps1-2	1	253	593
ENSP00000289619	Hs_ps20-21	1	105	130
None_protein1137197	Hs_igen	0	0	40
None_protein845223	Hs_igen	0	0	72
Hs_rnd_gnm2_1308014	Hs_rand	0	0	77
vdp2013_S4_1261	Hs_ps31	0	0	49
vdp2013_S4_1260	Hs_ps31	0	0	115
None_protein898186	Hs_igen	0	0	68
Hs_rnd_gnm3_618399	Hs_rand	0	0	56
None_protein48808	Hs_igen	0	0	46
None_protein301129	Hs_igen	0	0	45
vdp2013_S4_1159	Hs_ps20-21	0	0	42
Hs_rnd_gnm2_1115660	Hs_rand	0	0	65
None_protein555540	Hs_igen	0	0	63
None_protein301124	Hs_igen	0	0	65
ENSP00000428781	Hs_ps1-2	7	114	194
ENSP00000386461	Hs_ps1-2	9	1108	2116
ENSP00000366876	Hs_ps1-2	1	44	300
ENSP00000324511	Hs_ps1-2	2	276	414
ENSP00000368539	Hs_ps1-2	1	208	851
ENSP00000297261	Hs_ps1-2	2	420	462
ENSP00000246895	Hs_ps20-21	1	40	62
Hs_rnd_gnm4_547189	Hs_rand	0	0	79
ENSP00000246891	Hs_ps20-21	0	0	185
Hs_rnd_gnm10_709297	Hs_rand	0	0	49
None_protein943915	Hs_igen	0	0	54
None_protein280991	Hs_igen	0	0	77
Hs_rnd_gnm2_995926	Hs_rand	0	0	48
ENSP00000308575	Hs_ps1-2	1	319	389
Hs_rnd_gnm8_546942	Hs_rand	0	0	70
Raj_Hs_2082	Hs_ps31	0	0	46
ENSP00000355155	Hs_ps1-2	3	368	1115
None_protein879975	Hs_igen	0	0	81
ENSP00000292841	Hs_ps1-2	22	476	769
Hs_rnd_gnm7_794845	Hs_rand	0	0	54
ENSP00000311453	Hs_ps1-2	4	357	829
ENSP00000412566	Hs_ps1-2	1	71	240
ENSP00000238714	Hs_ps1-2	4	483	736
Hs_rnd_gnm3_729150	Hs_rand	0	0	43
Raj_Hs_3137	Hs_ps31	0	0	58
Raj_Hs_3135	Hs_ps20-21	0	0	115
None_protein1226011	Hs_igen	0	0	54
Raj_Hs_2883	Hs_ps31	0	0	84
ENSP00000284437	Hs_ps13-17	1	305	314
Raj_Hs_2665	Hs_ps31	0	0	50
Raj_Hs_2666	Hs_ps31	0	0	47
ENSP00000358820	Hs_ps1-2	4	173	594
ENSP00000216471	Hs_ps1-2	2	61	674
Hs_rnd_gnm4_1145548	Hs_rand	0	0	60
ENSP00000382714	Hs_ps1-2	1	65	132
Hs_rnd_gnm8_805440	Hs_rand	0	0	56
ENSP00000295317	Hs_ps1-2	5	105	400
ENSP00000329890	Hs_ps20-21	2	76	94
None_protein909130	Hs_igen	0	0	52
Hs_rnd_gnm9_333162	Hs_rand	0	0	45
Hs_rnd_gnm2_772549	Hs_rand	0	0	78
ENSP00000424708	Hs_ps20-21	0	0	68
Raj_Hs_1288	Hs_ps31	0	0	42
Raj_Hs_1289	Hs_ps31	0	0	44
Raj_Hs_1284	Hs_ps31	0	0	118
ENSP00000455052	Hs_ps13-17	1	91	260
Hs_rnd_gnm7_1016144	Hs_rand	0	0	84
Hs_rnd_gnm4_1264419	Hs_rand	0	0	129
Hs_rnd_gnm5_1227684	Hs_rand	0	0	0
ENSP00000416387	Hs_ps1-2	2	109	374
Hs_rnd_gnm1_677920	Hs_rand	0	0	72
None_protein309591	Hs_igen	0	0	50
ENSP00000387535	Hs_ps13-17	0	0	623
Raj_Hs_1061	Hs_ps31	0	0	79
Raj_Hs_1066	Hs_ps31	0	0	46
Hs_rnd_gnm9_559913	Hs_rand	0	0	83
Raj_Hs_360	Hs_ps31	0	0	52
ENSP00000387286	Hs_ps1-2	6	161	205
None_protein690375	Hs_igen	0	0	69
None_protein1243488	Hs_igen	0	0	46
ENSP00000407521	Hs_ps13-17	1	739	878
vdp2013_S4_501	Hs_ps31	0	0	46
vdp2013_S4_502	Hs_ps31	0	0	69
ENSP00000315173	Hs_ps1-2	21	416	779
vdp2013_S4_504	Hs_ps31	0	0	49
vdp2013_S4_505	Hs_ps20-21	0	0	60
vdp2013_S4_507	Hs_ps31	0	0	46
vdp2013_S4_508	Hs_ps31	0	0	43
vdp2013_S4_509	Hs_ps31	0	0	58
ENSP00000436376	Hs_ps13-17	1	150	163
None_protein1161233	Hs_igen	0	0	66
Hs_rnd_gnm4_642679	Hs_rand	0	0	54
None_protein547604	Hs_igen	0	0	61
vdp2013_S4_57	Hs_ps31	0	0	46
vdp2013_S4_56	Hs_ps20-21	0	0	52
vdp2013_S4_55	Hs_ps31	0	0	84
vdp2013_S4_54	Hs_ps31	0	0	46
vdp2013_S4_53	Hs_ps31	0	0	232
vdp2013_S4_51	Hs_ps31	0	0	71
vdp2013_S4_50	Hs_ps31	0	0	78
ENSP00000313681	Hs_ps1-2	1	112	470
Hs_rnd_gnm5_1180765	Hs_rand	0	0	77
None_protein769652	Hs_igen	0	0	57
ENSP00000367185	Hs_ps13-17	1	79	251
None_protein506792	Hs_igen	0	0	98
ENSP00000357709	Hs_ps1-2	2	69	90
ENSP00000367189	Hs_ps20-21	1	82	93
None_protein530139	Hs_igen	0	0	47
ENSP00000363513	Hs_ps13-17	0	0	102
vdp2013_S4_1018	Hs_ps31	0	0	79
vdp2013_S4_1019	Hs_ps31	0	0	0
vdp2013_S4_1016	Hs_ps31	0	0	52
vdp2013_S4_1014	Hs_ps31	0	0	47
vdp2013_S4_1012	Hs_ps31	0	0	84
vdp2013_S4_1013	Hs_ps31	0	0	50
None_protein16254	Hs_igen	0	0	311
ENSP00000349496	Hs_ps1-2	1	317	357
ENSP00000339802	Hs_ps1-2	7	128	514
ENSP00000409832	Hs_ps13-17	1	110	117
Hs_rnd_gnm1_931406	Hs_rand	0	0	47
ENSP00000341351	Hs_ps1-2	3	97	942
None_protein663521	Hs_igen	0	0	45
ENSP00000235347	Hs_ps1-2	0	0	474
ENSP00000292539	Hs_ps1-2	13	183	528
Hs_rnd_gnm6_1162322	Hs_rand	0	0	66
None_protein438456	Hs_igen	0	0	83
ENSP00000219551	Hs_ps1-2	1	154	438
Hs_rnd_gnm7_250073	Hs_rand	0	0	53
None_protein458894	Hs_igen	0	0	45
None_protein659167	Hs_igen	0	0	82
ENSP00000402414	Hs_ps1-2	5	68	224
None_protein979318	Hs_igen	0	0	71
Hs_rnd_gnm1_646379	Hs_rand	0	0	87
None_protein945958	Hs_igen	0	0	48
Hs_rnd_gnm10_960675	Hs_rand	0	0	75
None_protein405801	Hs_igen	0	0	58
Hs_rnd_gnm6_1181598	Hs_rand	0	0	85
ENSP00000338171	Hs_ps1-2	4	147	359
None_protein338551	Hs_igen	0	0	43
Hs_rnd_gnm1_893953	Hs_rand	0	0	59
None_protein401493	Hs_igen	0	0	40
Hs_rnd_gnm3_563999	Hs_rand	0	0	84
ENSP00000264607	Hs_ps1-2	7	172	335
ENSP00000264601	Hs_ps1-2	3	164	212
ENSP00000418647	Hs_ps13-17	7	251	1064
Hs_rnd_gnm3_120107	Hs_rand	0	0	42
Hs_rnd_gnm4_515012	Hs_rand	0	0	90
ENSP00000244496	Hs_ps1-2	1	162	259
None_protein221437	Hs_igen	0	0	59
ENSP00000293778	Hs_ps13-17	0	0	273
None_protein1141967	Hs_igen	0	0	61
Hs_rnd_gnm7_734414	Hs_rand	0	0	47
ENSP00000375063	Hs_ps1-2	7	350	1200
ENSP00000440756	Hs_ps1-2	0	0	96
ENSP00000440207	Hs_ps1-2	2	349	761
Hs_rnd_gnm3_1177054	Hs_rand	0	0	133
None_protein429187	Hs_igen	0	0	96
ENSP00000237612	Hs_ps1-2	2	351	655
vdp2013_S4_257	Hs_ps31	0	0	58
vdp2013_S4_250	Hs_ps31	0	0	101
ENSP00000379203	Hs_ps1-2	1	366	382
ENSP00000372724	Hs_ps20-21	0	0	150
vdp2013_S4_253	Hs_ps31	0	0	138
None_protein868680	Hs_igen	0	0	66
Hs_rnd_gnm4_242147	Hs_rand	0	0	55
Hs_rnd_gnm6_1124107	Hs_rand	0	0	92
vdp2013_S4_117	Hs_ps31	0	0	130
ENSP00000409225	Hs_ps20-21	0	0	151
ENSP00000343118	Hs_ps1-2	0	0	99
Hs_rnd_gnm6_804461	Hs_rand	0	0	60
ENSP00000312311	Hs_ps1-2	1	96	279
Raj_Hs_2417	Hs_ps31	0	0	90
Raj_Hs_2414	Hs_ps31	0	0	53
Hs_rnd_gnm9_83134	Hs_rand	0	0	57
None_protein866037	Hs_igen	0	0	63
ENSP00000352284	Hs_ps13-17	0	0	216
ENSP00000389175	Hs_ps1-2	2	363	523
Hs_rnd_gnm8_976641	Hs_rand	0	0	61
ENSP00000245817	Hs_ps13-17	1	133	254
ENSP00000245816	Hs_ps1-2	1	178	277
Hs_rnd_gnm8_1313802	Hs_rand	0	0	138
None_protein991430	Hs_igen	0	0	105
None_protein959589	Hs_igen	0	0	67
ENSP00000217999	Hs_ps1-2	1	56	184
ENSP00000432417	Hs_ps1-2	2	273	305
ENSP00000219334	Hs_ps1-2	0	0	655
ENSP00000444054	Hs_ps1-2	3	277	317
ENSP00000261207	Hs_ps1-2	15	280	1030
None_protein925707	Hs_igen	0	0	44
ENSP00000367952	Hs_ps13-17	1	133	138
None_protein44490	Hs_igen	0	0	109
ENSP00000364978	Hs_ps13-17	0	0	125
None_protein468543	Hs_igen	0	0	73
ENSP00000334696	Hs_ps31	1	56	63
ENSP00000351395	Hs_ps20-21	1	55	83
ENSP00000365007	Hs_ps1-2	2	146	782
vdp2013_S4_79	Hs_ps31	0	0	72
None_protein997595	Hs_igen	0	0	65
ENSP00000380421	Hs_ps13-17	0	0	353
None_protein1244456	Hs_igen	0	0	41
Hs_rnd_gnm2_390743	Hs_rand	0	0	43
ENSP00000234392	Hs_ps1-2	1	56	290
ENSP00000298542	Hs_ps1-2	4	295	714
Hs_rnd_gnm9_442093	Hs_rand	0	0	60
vdp2013_S4_199	Hs_ps31	0	0	51
vdp2013_S4_198	Hs_ps31	0	0	51
vdp2013_S4_193	Hs_ps31	0	0	69
Hs_rnd_gnm1_712864	Hs_rand	0	0	80
vdp2013_S4_191	Hs_ps31	0	0	70
vdp2013_S4_190	Hs_ps31	0	0	54
ENSP00000296792	Hs_ps1-2	5	287	518
vdp2013_S4_196	Hs_ps31	0	0	43
vdp2013_S4_194	Hs_ps31	0	0	44
ENSP00000284669	Hs_ps1-2	9	395	606
Hs_rnd_gnm3_849094	Hs_rand	0	0	49
ENSP00000304736	Hs_ps1-2	1	235	265
None_protein427954	Hs_igen	0	0	80
ENSP00000434480	Hs_ps1-2	1	247	267
ENSP00000353491	Hs_ps1-2	11	238	562
ENSP00000297848	Hs_ps1-2	16	1133	1796
ENSP00000256759	Hs_ps1-2	7	163	344
vdp2013_S4_75	Hs_ps31	0	0	55
ENSP00000474534	Hs_ps1-2	2	202	261
ENSP00000391121	Hs_ps1-2	4	202	331
ENSP00000457962	Hs_ps13-17	1	100	316
Hs_rnd_gnm1_677024	Hs_rand	0	0	42
None_protein241019	Hs_igen	0	0	43
None_protein241016	Hs_igen	0	0	78
Hs_rnd_gnm8_1288657	Hs_rand	0	0	121
ENSP00000469759	Hs_ps1-2	7	196	679
vdp2013_S4_777	Hs_ps31	0	0	64
vdp2013_S4_776	Hs_ps31	0	0	74
vdp2013_S4_991	Hs_ps31	0	0	74
vdp2013_S4_990	Hs_ps31	0	0	44
vdp2013_S4_997	Hs_ps31	0	0	40
vdp2013_S4_772	Hs_ps31	0	0	80
vdp2013_S4_995	Hs_ps31	0	0	46
vdp2013_S4_994	Hs_ps31	0	0	69
Hs_rnd_gnm4_1024690	Hs_rand	0	0	63
vdp2013_S4_999	Hs_ps31	0	0	60
vdp2013_S4_998	Hs_ps31	0	0	82
ENSP00000321309	Hs_ps31	1	137	139
vdp2013_S4_779	Hs_ps31	0	0	46
Raj_Hs_2105	Hs_ps31	0	0	58
ENSP00000262134	Hs_ps1-2	7	188	544
Hs_rnd_gnm2_655774	Hs_rand	0	0	44
ENSP00000219660	Hs_ps1-2	1	209	261
Hs_rnd_gnm4_41503	Hs_rand	0	0	50
ENSP00000384887	Hs_ps13-17	1	94	300
None_protein774256	Hs_igen	0	0	56
None_protein1060073	Hs_igen	0	0	86
Hs_rnd_gnm4_677884	Hs_rand	0	0	68
Raj_Hs_1490	Hs_ps1-2	0	0	66
Hs_rnd_gnm3_154422	Hs_rand	0	0	47
None_protein613851	Hs_igen	0	0	67
ENSP00000266581	Hs_ps1-2	7	178	522
Hs_rnd_gnm5_792158	Hs_rand	0	0	41
None_protein820194	Hs_igen	0	0	52
ENSP00000339161	Hs_ps1-2	2	245	306
None_protein497919	Hs_igen	0	0	46
Hs_rnd_gnm10_1212467	Hs_rand	0	0	68
hsa_00068400_1	Hs_ps31	0	0	58
None_protein535797	Hs_igen	0	0	56
Hs_rnd_gnm1_711592	Hs_rand	0	0	188
ENSP00000307833	Hs_ps1-2	2	98	403
None_protein476451	Hs_igen	0	0	79
ENSP00000324175	Hs_ps20-21	1	28	415
None_protein1080165	Hs_igen	0	0	113
None_protein1080164	Hs_igen	1	78	127
ENSP00000447803	Hs_ps13-17	1	48	192
Raj_Hs_1726	Hs_ps31	0	0	46
Raj_Hs_1720	Hs_ps31	0	0	83
None_protein874394	Hs_igen	0	0	135
ENSP00000370808	Hs_ps1-2	3	275	298
Raj_Hs_133	Hs_ps31	0	0	60
Raj_Hs_422	Hs_ps31	0	0	66
Raj_Hs_423	Hs_ps31	0	0	56
ENSP00000359484	Hs_ps1-2	1	111	467
ENSP00000383270	Hs_ps20-21	0	0	85
ENSP00000359483	Hs_ps1-2	6	537	803
None_protein309010	Hs_igen	0	0	48
None_protein700867	Hs_igen	0	0	50
Hs_rnd_gnm5_126547	Hs_rand	0	0	51
None_protein207746	Hs_igen	0	0	99
Hs_rnd_gnm2_474684	Hs_rand	0	0	41
Hs_rnd_gnm4_144434	Hs_rand	0	0	67
None_protein851690	Hs_igen	0	0	57
None_protein48791	Hs_igen	0	0	56
ENSP00000435466	Hs_ps1-2	10	347	778
ENSP00000394308	Hs_ps1-2	1	52	131
Hs_rnd_gnm6_1100297	Hs_rand	0	0	165
ENSP00000257663	Hs_ps1-2	1	93	133
ENSP00000388169	Hs_ps1-2	1	164	187
Hs_JP201901_48	Hs_ps20-21	0	0	105
None_protein515144	Hs_igen	0	0	42
Hs_JP201901_45	Hs_ps1-2	0	0	44
Hs_JP201901_42	Hs_ps31	0	0	50
Hs_rnd_gnm3_974994	Hs_rand	0	0	123
Hs_rnd_gnm7_555203	Hs_rand	0	0	49
vdp2013_S4_1203	Hs_ps31	0	0	47
vdp2013_S4_1201	Hs_ps31	0	0	142
vdp2013_S4_1200	Hs_ps31	0	0	58
vdp2013_S4_1207	Hs_ps31	0	0	48
vdp2013_S4_1206	Hs_ps31	0	0	84
vdp2013_S4_1205	Hs_ps31	0	0	69
vdp2013_S4_1204	Hs_ps31	0	0	51
vdp2013_S4_1209	Hs_ps31	0	0	42
vdp2013_S4_1208	Hs_ps31	0	0	77
ENSP00000328879	Hs_ps1-2	9	300	522
None_protein120451	Hs_igen	0	0	80
ENSP00000306261	Hs_ps1-2	2	367	520
None_protein614858	Hs_igen	0	0	90
ENSP00000209718	Hs_ps1-2	1	308	422
None_protein162204	Hs_igen	0	0	94
ENSP00000481105	Hs_ps1-2	5	807	2466
None_protein61490	Hs_igen	0	0	113
None_protein1033360	Hs_igen	0	0	62
None_protein509983	Hs_igen	0	0	89
Hs_rnd_gnm6_1296893	Hs_rand	0	0	58
None_protein148474	Hs_igen	0	0	72
Raj_Hs_2067	Hs_ps31	0	0	92
ENSP00000374632	Hs_ps13-17	1	132	203
None_protein778483	Hs_igen	0	0	98
Hs_rnd_gnm8_368414	Hs_rand	0	0	53
None_protein791070	Hs_igen	0	0	47
hsa_00317537_1	Hs_ps31	0	0	53
Hs_rnd_gnm9_518744	Hs_rand	0	0	59
ENSP00000422684	Hs_ps13-17	0	0	330
Hs_rnd_gnm5_1265288	Hs_rand	0	0	160
Hs_rnd_gnm8_886224	Hs_rand	0	0	80
Raj_Hs_2609	Hs_ps31	0	0	54
ENSP00000264169	Hs_ps1-2	4	362	436
ENSP00000264167	Hs_ps1-2	2	409	658
ENSP00000394936	Hs_ps13-17	1	139	201
Hs_rnd_gnm2_1191810	Hs_rand	0	0	102
None_protein290923	Hs_igen	0	0	41
Hs_rnd_gnm6_1074586	Hs_rand	0	0	45
ENSP00000380990	Hs_ps1-2	2	57	147
Hs_rnd_gnm10_375248	Hs_rand	0	0	62
Hs_rnd_gnm10_516260	Hs_rand	0	0	69
None_protein448583	Hs_igen	0	0	44
None_protein1125442	Hs_igen	0	0	151
ENSP00000334197	Hs_ps20-21	4	156	298
Hs_rnd_gnm7_411588	Hs_rand	0	0	54
Raj_Hs_1261	Hs_ps31	0	0	43
Raj_Hs_1267	Hs_ps31	0	0	46
ENSP00000361005	Hs_ps1-2	1	230	351
None_protein1075425	Hs_igen	0	0	66
ENSP00000375863	Hs_ps1-2	3	297	856
None_protein1112214	Hs_igen	0	0	43
ENSP00000310255	Hs_ps1-2	1	230	470
Hs_rnd_gnm8_762657	Hs_rand	0	0	137
ENSP00000315370	Hs_ps20-21	1	86	87
ENSP00000315371	Hs_ps1-2	2	793	913
vdp2013_S4_351	Hs_ps31	0	0	40
ENSP00000377170	Hs_ps1-2	13	120	183
None_protein917251	Hs_igen	0	0	141
ENSP00000349365	Hs_ps13-17	0	0	243
ENSP00000259845	Hs_ps20-21	1	113	136
Raj_Hs_1004	Hs_ps31	0	0	68
Raj_Hs_2851	Hs_ps31	0	0	61
Raj_Hs_1001	Hs_ps31	0	0	83
ENSP00000370639	Hs_ps1-2	4	317	373
None_protein75533	Hs_igen	0	0	72
Raj_Hs_307	Hs_ps31	0	0	42
Raj_Hs_306	Hs_ps31	0	0	61
Raj_Hs_1008	Hs_ps31	0	0	77
Raj_Hs_300	Hs_ps31	0	0	56
vdp2013_S4_568	Hs_ps31	0	0	54
vdp2013_S4_562	Hs_ps31	0	0	47
vdp2013_S4_563	Hs_ps31	0	0	93
vdp2013_S4_561	Hs_ps31	0	0	69
ENSP00000345184	Hs_ps13-17	2	168	643
vdp2013_S4_567	Hs_ps31	0	0	53
vdp2013_S4_564	Hs_ps31	0	0	42
ENSP00000351727	Hs_ps13-17	1	215	406
None_protein92516	Hs_igen	0	0	87
None_protein303524	Hs_igen	0	0	90
Hs_rnd_gnm3_1305362	Hs_rand	0	0	214
None_protein744610	Hs_igen	0	0	46
ENSP00000320532	Hs_ps20-21	0	0	89
ENSP00000327213	Hs_ps13-17	4	1026	1158
ENSP00000357769	Hs_ps31	1	87	110
ENSP00000357768	Hs_ps31	2	80	106
Hs_rnd_gnm3_267903	Hs_rand	0	0	47
None_protein885959	Hs_igen	0	0	41
Hs_rnd_gnm6_597081	Hs_rand	0	0	48
ENSP00000357760	Hs_ps31	2	91	118
ENSP00000360222	Hs_ps1-2	1	48	269
ENSP00000296679	Hs_ps1-2	3	110	459
ENSP00000469394	Hs_ps20-21	2	68	188
ENSP00000296674	Hs_ps1-2	1	112	143
ENSP00000360718	Hs_ps1-2	4	161	219
ENSP00000360715	Hs_ps1-2	1	176	270
ENSP00000346981	Hs_ps13-17	0	0	146
vdp2013_S4_1078	Hs_ps31	0	0	73
vdp2013_S4_1079	Hs_ps31	0	0	98
ENSP00000360841	Hs_ps13-17	1	137	170
Hs_rnd_gnm2_37205	Hs_rand	0	0	40
None_protein767805	Hs_igen	0	0	43
vdp2013_S4_1071	Hs_ps31	0	0	81
vdp2013_S4_1072	Hs_ps31	0	0	60
None_protein532931	Hs_igen	0	0	63
vdp2013_S4_1074	Hs_ps31	0	0	214
vdp2013_S4_1075	Hs_ps31	0	0	68
vdp2013_S4_1076	Hs_ps31	0	0	55
None_protein954896	Hs_igen	0	0	62
ENSP00000407818	Hs_ps1-2	2	327	366
None_protein1276480	Hs_igen	0	0	42
vdp2013_S4_388	Hs_ps31	0	0	54
vdp2013_S4_389	Hs_ps20-21	0	0	40
vdp2013_S4_386	Hs_ps31	0	0	53
vdp2013_S4_387	Hs_ps31	0	0	42
vdp2013_S4_384	Hs_ps31	0	0	89
vdp2013_S4_382	Hs_ps31	0	0	117
vdp2013_S4_383	Hs_ps31	0	0	142
vdp2013_S4_381	Hs_ps20-21	0	0	52
ENSP00000332690	Hs_ps31	0	0	71
Hs_rnd_gnm1_546784	Hs_rand	0	0	46
None_protein1086639	Hs_igen	0	0	62
ENSP00000400041	Hs_ps31	1	42	177
ENSP00000474279	Hs_ps13-17	0	0	94
ENSP00000474271	Hs_ps1-2	1	57	456
None_protein440134	Hs_igen	0	0	70
Hs_rnd_gnm2_538973	Hs_rand	0	0	40
None_protein373522	Hs_igen	0	0	46
None_protein411057	Hs_igen	0	0	54
ENSP00000376776	Hs_ps1-2	3	393	617
None_protein1117428	Hs_igen	0	0	43
None_protein722393	Hs_igen	0	0	50
hsa_00181285_1	Hs_ps31	0	0	64
ENSP00000301599	Hs_ps13-17	0	0	159
ENSP00000457164	Hs_ps13-17	1	35	92
Hs_rnd_gnm9_912563	Hs_rand	0	0	118
None_protein19503	Hs_igen	0	0	42
Hs_rnd_gnm5_894828	Hs_rand	0	0	69
None_protein911703	Hs_igen	0	0	52
ENSP00000357981	Hs_ps1-2	2	273	331
ENSP00000339754	Hs_ps1-2	5	171	201
Hs_rnd_gnm4_1136764	Hs_rand	0	0	113
ENSP00000482829	Hs_ps1-2	3	251	783
None_protein421780	Hs_igen	0	0	188
ENSP00000461933	Hs_ps13-17	1	66	146
ENSP00000364700	Hs_ps1-2	8	183	421
ENSP00000303777	Hs_ps20-21	1	149	312
ENSP00000278865	Hs_ps13-17	1	146	214
ENSP00000335612	Hs_ps1-2	0	0	469
ENSP00000335615	Hs_ps1-2	3	287	1132
ENSP00000377570	Hs_ps1-2	1	311	436
ENSP00000415070	Hs_ps1-2	16	199	481
Hs_JP201901_399	Hs_ps31	0	0	56
ENSP00000304408	Hs_ps1-2	10	748	1466
Hs_JP201901_393	Hs_ps31	0	0	49
Hs_JP201901_391	Hs_ps31	0	0	79
ENSP00000361397	Hs_ps13-17	1	724	741
Hs_JP201901_396	Hs_ps31	0	0	61
Hs_JP201901_395	Hs_ps31	0	0	56
ENSP00000404236	Hs_ps13-17	1	87	299
ENSP00000319511	Hs_ps1-2	2	271	323
None_protein537037	Hs_igen	0	0	77
Hs_rnd_gnm6_451077	Hs_rand	0	0	54
Hs_rnd_gnm5_1228250	Hs_rand	0	0	107
None_protein293760	Hs_igen	0	0	65
None_protein64525	Hs_igen	0	0	67
Hs_rnd_gnm10_129572	Hs_rand	0	0	46
Hs_rnd_gnm3_1101238	Hs_rand	0	0	58
None_protein922800	Hs_igen	0	0	55
ENSP00000287394	Hs_ps1-2	3	197	1390
ENSP00000302021	Hs_ps20-21	0	0	377
Hs_rnd_gnm9_545600	Hs_rand	0	0	43
Hs_rnd_gnm10_174014	Hs_rand	0	0	52
ENSP00000252898	Hs_ps1-2	1	130	182
ENSP00000303992	Hs_ps1-2	1	252	400
ENSP00000252543	Hs_ps1-2	1	95	105
ENSP00000303999	Hs_ps20-21	0	0	129
Raj_Hs_3077	Hs_ps31	0	0	74
ENSP00000012049	Hs_ps1-2	1	225	382
ENSP00000334050	Hs_ps13-17	1	301	314
ENSP00000363891	Hs_ps1-2	1	376	1119
None_protein867490	Hs_igen	0	0	129
Hs_rnd_gnm9_603010	Hs_rand	0	0	48
None_protein950025	Hs_igen	0	0	40
Raj_Hs_2478	Hs_ps31	0	0	154
Hs_rnd_gnm9_1267506	Hs_rand	0	0	83
ENSP00000287647	Hs_ps1-2	1	1413	1471
ENSP00000265689	Hs_ps1-2	3	235	457
ENSP00000355580	Hs_ps1-2	2	141	336
ENSP00000324583	Hs_ps1-2	3	269	320
ENSP00000490747	Hs_ps1-2	2	52	70
ENSP00000490294	Hs_ps20-21	0	0	108
Hs_rnd_gnm6_542027	Hs_rand	0	0	49
ENSP00000329915	Hs_ps1-2	1	284	288
Hs_rnd_gnm10_688121	Hs_rand	0	0	49
None_protein646941	Hs_igen	0	0	45
Hs_rnd_gnm3_443828	Hs_rand	0	0	104
ENSP00000350512	Hs_ps1-2	1	110	334
ENSP00000264080	Hs_ps1-2	1	288	543
ENSP00000284951	Hs_ps1-2	11	323	688
Hs_rnd_gnm3_1108114	Hs_rand	0	0	51
Raj_Hs_2298	Hs_ps31	0	0	66
ENSP00000359859	Hs_ps1-2	4	305	406
ENSP00000233575	Hs_ps1-2	1	94	470
Hs_rnd_gnm7_585360	Hs_rand	0	0	80
Raj_Hs_2294	Hs_ps31	0	0	63
ENSP00000365024	Hs_ps13-17	0	0	201
None_protein1148789	Hs_igen	0	0	48
ENSP00000311862	Hs_ps13-17	1	95	267
Hs_rnd_gnm6_1295485	Hs_rand	0	0	55
Hs_rnd_gnm6_646541	Hs_rand	0	0	90
Hs_rnd_gnm10_1255664	Hs_rand	0	0	71
vdp2013_S4_174	Hs_ps31	0	0	45
vdp2013_S4_177	Hs_ps31	0	0	102
vdp2013_S4_176	Hs_ps20-21	0	0	58
vdp2013_S4_171	Hs_ps31	0	0	63
vdp2013_S4_170	Hs_ps31	0	0	41
