protein	number_letter	stretch_num	length	group	letter
Hs_rnd_gnm7_924299	15	1	67	Hs_rand	E
Hs_rnd_gnm7_924299	14	1	67	Hs_rand	H
Hs_rnd_gnm7_924299	38	1	67	Hs_rand	L
Hs_rnd_gnm4_210569	18	1	52	Hs_rand	E
Hs_rnd_gnm4_210569	13	1	52	Hs_rand	H
Hs_rnd_gnm4_210569	21	1	52	Hs_rand	L
Raj_Hs_1658	2	1	16	Hs_ps31	E
Raj_Hs_1658	4	1	16	Hs_ps31	H
Raj_Hs_1658	10	1	16	Hs_ps31	L
Raj_Hs_1658	8	2	9	Hs_ps31	E
Raj_Hs_1658	0	2	9	Hs_ps31	H
Raj_Hs_1658	1	2	9	Hs_ps31	L
Raj_Hs_1651	7	1	57	Hs_ps31	E
Raj_Hs_1651	10	1	57	Hs_ps31	H
Raj_Hs_1651	40	1	57	Hs_ps31	L
Raj_Hs_1120	6	1	49	Hs_ps31	E
Raj_Hs_1120	7	1	49	Hs_ps31	H
Raj_Hs_1120	36	1	49	Hs_ps31	L
Hs_JP201901_494	13	1	64	Hs_ps31	E
Hs_JP201901_494	4	1	64	Hs_ps31	H
Hs_JP201901_494	47	1	64	Hs_ps31	L
Raj_Hs_551	7	1	56	Hs_ps31	E
Raj_Hs_551	3	1	56	Hs_ps31	H
Raj_Hs_551	46	1	56	Hs_ps31	L
Hs_JP201901_496	28	1	107	Hs_ps31	E
Hs_JP201901_496	20	1	107	Hs_ps31	H
Hs_JP201901_496	59	1	107	Hs_ps31	L
Raj_Hs_553	36	1	102	Hs_ps31	E
Raj_Hs_553	17	1	102	Hs_ps31	H
Raj_Hs_553	49	1	102	Hs_ps31	L
Raj_Hs_226	7	1	76	Hs_ps31	E
Raj_Hs_226	14	1	76	Hs_ps31	H
Raj_Hs_226	55	1	76	Hs_ps31	L
Hs_rnd_gnm8_155420	0	1	40	Hs_rand	E
Hs_rnd_gnm8_155420	33	1	40	Hs_rand	H
Hs_rnd_gnm8_155420	7	1	40	Hs_rand	L
None_protein557413	34	1	104	Hs_igen	E
None_protein557413	6	1	104	Hs_igen	H
None_protein557413	64	1	104	Hs_igen	L
Hs_JP201901_499	16	1	62	Hs_ps31	E
Hs_JP201901_499	16	1	62	Hs_ps31	H
Hs_JP201901_499	30	1	62	Hs_ps31	L
vdp2013_S4_359	0	1	46	Hs_ps31	E
vdp2013_S4_359	36	1	46	Hs_ps31	H
vdp2013_S4_359	10	1	46	Hs_ps31	L
ENSP00000310338	0	1	19	Hs_ps13-17	E
ENSP00000310338	7	1	19	Hs_ps13-17	H
ENSP00000310338	12	1	19	Hs_ps13-17	L
ENSP00000359392	17	1	174	Hs_ps20-21	E
ENSP00000359392	10	1	174	Hs_ps20-21	H
ENSP00000359392	147	1	174	Hs_ps20-21	L
Hs_rnd_gnm6_1154385	20	1	45	Hs_rand	E
Hs_rnd_gnm6_1154385	0	1	45	Hs_rand	H
Hs_rnd_gnm6_1154385	25	1	45	Hs_rand	L
None_protein780347	29	1	59	Hs_igen	E
None_protein780347	13	1	59	Hs_igen	H
None_protein780347	17	1	59	Hs_igen	L
vdp2013_S4_603	18	1	88	Hs_ps31	E
vdp2013_S4_603	43	1	88	Hs_ps31	H
vdp2013_S4_603	27	1	88	Hs_ps31	L
vdp2013_S4_602	9	1	44	Hs_ps31	E
vdp2013_S4_602	20	1	44	Hs_ps31	H
vdp2013_S4_602	15	1	44	Hs_ps31	L
vdp2013_S4_601	13	1	42	Hs_ps31	E
vdp2013_S4_601	0	1	42	Hs_ps31	H
vdp2013_S4_601	29	1	42	Hs_ps31	L
vdp2013_S4_600	2	1	24	Hs_ps31	E
vdp2013_S4_600	7	1	24	Hs_ps31	H
vdp2013_S4_600	15	1	24	Hs_ps31	L
vdp2013_S4_600	16	2	44	Hs_ps31	E
vdp2013_S4_600	11	2	44	Hs_ps31	H
vdp2013_S4_600	17	2	44	Hs_ps31	L
vdp2013_S4_607	0	1	53	Hs_ps31	E
vdp2013_S4_607	42	1	53	Hs_ps31	H
vdp2013_S4_607	11	1	53	Hs_ps31	L
vdp2013_S4_606	12	1	57	Hs_ps31	E
vdp2013_S4_606	0	1	57	Hs_ps31	H
vdp2013_S4_606	45	1	57	Hs_ps31	L
vdp2013_S4_605	7	1	42	Hs_ps31	E
vdp2013_S4_605	8	1	42	Hs_ps31	H
vdp2013_S4_605	27	1	42	Hs_ps31	L
ENSP00000384648	0	1	22	Hs_ps13-17	E
ENSP00000384648	12	1	22	Hs_ps13-17	H
ENSP00000384648	10	1	22	Hs_ps13-17	L
Hs_rnd_gnm7_1250076	13	1	101	Hs_rand	E
Hs_rnd_gnm7_1250076	31	1	101	Hs_rand	H
Hs_rnd_gnm7_1250076	57	1	101	Hs_rand	L
None_protein507697	12	1	96	Hs_igen	E
None_protein507697	56	1	96	Hs_igen	H
None_protein507697	28	1	96	Hs_igen	L
ENSP00000448567	11	1	56	Hs_ps1-2	E
ENSP00000448567	16	1	56	Hs_ps1-2	H
ENSP00000448567	29	1	56	Hs_ps1-2	L
ENSP00000448567	2	2	2	Hs_ps1-2	E
ENSP00000448567	0	2	2	Hs_ps1-2	H
ENSP00000448567	0	2	2	Hs_ps1-2	L
ENSP00000448567	9	3	46	Hs_ps1-2	E
ENSP00000448567	14	3	46	Hs_ps1-2	H
ENSP00000448567	23	3	46	Hs_ps1-2	L
ENSP00000305260	177	1	340	Hs_ps1-2	E
ENSP00000305260	18	1	340	Hs_ps1-2	H
ENSP00000305260	145	1	340	Hs_ps1-2	L
ENSP00000377582	0	1	201	Hs_ps20-21	E
ENSP00000377582	0	1	201	Hs_ps20-21	H
ENSP00000377582	201	1	201	Hs_ps20-21	L
ENSP00000282388	0	1	16	Hs_ps1-2	E
ENSP00000282388	8	1	16	Hs_ps1-2	H
ENSP00000282388	8	1	16	Hs_ps1-2	L
ENSP00000282388	4	2	299	Hs_ps1-2	E
ENSP00000282388	5	2	299	Hs_ps1-2	H
ENSP00000282388	290	2	299	Hs_ps1-2	L
None_protein24456	2	1	42	Hs_igen	E
None_protein24456	10	1	42	Hs_igen	H
None_protein24456	30	1	42	Hs_igen	L
Hs_rnd_gnm2_372557	0	1	46	Hs_rand	E
Hs_rnd_gnm2_372557	33	1	46	Hs_rand	H
Hs_rnd_gnm2_372557	13	1	46	Hs_rand	L
Hs_rnd_gnm3_578721	39	1	87	Hs_rand	E
Hs_rnd_gnm3_578721	13	1	87	Hs_rand	H
Hs_rnd_gnm3_578721	35	1	87	Hs_rand	L
None_protein945439	6	1	42	Hs_igen	E
None_protein945439	7	1	42	Hs_igen	H
None_protein945439	29	1	42	Hs_igen	L
ENSP00000453273	0	1	17	Hs_ps1-2	E
ENSP00000453273	7	1	17	Hs_ps1-2	H
ENSP00000453273	10	1	17	Hs_ps1-2	L
ENSP00000453273	29	2	304	Hs_ps1-2	E
ENSP00000453273	93	2	304	Hs_ps1-2	H
ENSP00000453273	182	2	304	Hs_ps1-2	L
ENSP00000453273	11	3	241	Hs_ps1-2	E
ENSP00000453273	120	3	241	Hs_ps1-2	H
ENSP00000453273	110	3	241	Hs_ps1-2	L
Hs_rnd_gnm10_162091	17	1	45	Hs_rand	E
Hs_rnd_gnm10_162091	16	1	45	Hs_rand	H
Hs_rnd_gnm10_162091	12	1	45	Hs_rand	L
Hs_rnd_gnm7_872483	26	1	60	Hs_rand	E
Hs_rnd_gnm7_872483	10	1	60	Hs_rand	H
Hs_rnd_gnm7_872483	24	1	60	Hs_rand	L
Hs_rnd_gnm2_1142154	15	1	70	Hs_rand	E
Hs_rnd_gnm2_1142154	10	1	70	Hs_rand	H
Hs_rnd_gnm2_1142154	45	1	70	Hs_rand	L
ENSP00000468271	10	1	60	Hs_ps13-17	E
ENSP00000468271	33	1	60	Hs_ps13-17	H
ENSP00000468271	17	1	60	Hs_ps13-17	L
ENSP00000468271	12	2	52	Hs_ps13-17	E
ENSP00000468271	0	2	52	Hs_ps13-17	H
ENSP00000468271	40	2	52	Hs_ps13-17	L
ENSP00000338769	0	1	270	Hs_ps1-2	E
ENSP00000338769	229	1	270	Hs_ps1-2	H
ENSP00000338769	41	1	270	Hs_ps1-2	L
ENSP00000338769	73	2	598	Hs_ps1-2	E
ENSP00000338769	167	2	598	Hs_ps1-2	H
ENSP00000338769	358	2	598	Hs_ps1-2	L
Hs_rnd_gnm5_402442	21	1	46	Hs_rand	E
Hs_rnd_gnm5_402442	11	1	46	Hs_rand	H
Hs_rnd_gnm5_402442	14	1	46	Hs_rand	L
ENSP00000328270	0	1	205	Hs_ps20-21	E
ENSP00000328270	0	1	205	Hs_ps20-21	H
ENSP00000328270	205	1	205	Hs_ps20-21	L
ENSP00000292782	0	1	259	Hs_ps1-2	E
ENSP00000292782	150	1	259	Hs_ps1-2	H
ENSP00000292782	109	1	259	Hs_ps1-2	L
vdp2013_S4_979	23	1	54	Hs_ps31	E
vdp2013_S4_979	5	1	54	Hs_ps31	H
vdp2013_S4_979	26	1	54	Hs_ps31	L
vdp2013_S4_978	22	1	54	Hs_ps31	E
vdp2013_S4_978	7	1	54	Hs_ps31	H
vdp2013_S4_978	25	1	54	Hs_ps31	L
vdp2013_S4_975	6	1	48	Hs_ps31	E
vdp2013_S4_975	10	1	48	Hs_ps31	H
vdp2013_S4_975	32	1	48	Hs_ps31	L
vdp2013_S4_974	4	1	51	Hs_ps31	E
vdp2013_S4_974	0	1	51	Hs_ps31	H
vdp2013_S4_974	47	1	51	Hs_ps31	L
vdp2013_S4_970	8	1	63	Hs_ps31	E
vdp2013_S4_970	5	1	63	Hs_ps31	H
vdp2013_S4_970	50	1	63	Hs_ps31	L
vdp2013_S4_973	0	1	85	Hs_ps31	E
vdp2013_S4_973	55	1	85	Hs_ps31	H
vdp2013_S4_973	30	1	85	Hs_ps31	L
vdp2013_S4_972	8	1	26	Hs_ps31	E
vdp2013_S4_972	11	1	26	Hs_ps31	H
vdp2013_S4_972	7	1	26	Hs_ps31	L
ENSP00000482613	3	1	14	Hs_ps13-17	E
ENSP00000482613	0	1	14	Hs_ps13-17	H
ENSP00000482613	11	1	14	Hs_ps13-17	L
Hs_rnd_gnm3_516274	22	1	61	Hs_rand	E
Hs_rnd_gnm3_516274	17	1	61	Hs_rand	H
Hs_rnd_gnm3_516274	22	1	61	Hs_rand	L
None_protein1175286	2	1	45	Hs_igen	E
None_protein1175286	13	1	45	Hs_igen	H
None_protein1175286	30	1	45	Hs_igen	L
ENSP00000353094	0	1	33	Hs_ps1-2	E
ENSP00000353094	25	1	33	Hs_ps1-2	H
ENSP00000353094	8	1	33	Hs_ps1-2	L
ENSP00000353094	0	2	284	Hs_ps1-2	E
ENSP00000353094	170	2	284	Hs_ps1-2	H
ENSP00000353094	114	2	284	Hs_ps1-2	L
ENSP00000353093	3	1	45	Hs_ps20-21	E
ENSP00000353093	24	1	45	Hs_ps20-21	H
ENSP00000353093	18	1	45	Hs_ps20-21	L
ENSP00000335062	98	1	288	Hs_ps13-17	E
ENSP00000335062	15	1	288	Hs_ps13-17	H
ENSP00000335062	175	1	288	Hs_ps13-17	L
ENSP00000310149	32	1	453	Hs_ps1-2	E
ENSP00000310149	233	1	453	Hs_ps1-2	H
ENSP00000310149	188	1	453	Hs_ps1-2	L
ENSP00000310149	3	2	7	Hs_ps1-2	E
ENSP00000310149	0	2	7	Hs_ps1-2	H
ENSP00000310149	4	2	7	Hs_ps1-2	L
Hs_rnd_gnm4_395241	19	1	72	Hs_rand	E
Hs_rnd_gnm4_395241	11	1	72	Hs_rand	H
Hs_rnd_gnm4_395241	42	1	72	Hs_rand	L
None_protein1239702	8	1	83	Hs_igen	E
None_protein1239702	56	1	83	Hs_igen	H
None_protein1239702	19	1	83	Hs_igen	L
ENSP00000365486	14	1	67	Hs_ps20-21	E
ENSP00000365486	17	1	67	Hs_ps20-21	H
ENSP00000365486	36	1	67	Hs_ps20-21	L
None_protein1270501	6	1	53	Hs_igen	E
None_protein1270501	5	1	53	Hs_igen	H
None_protein1270501	42	1	53	Hs_igen	L
ENSP00000303147	88	1	395	Hs_ps1-2	E
ENSP00000303147	122	1	395	Hs_ps1-2	H
ENSP00000303147	185	1	395	Hs_ps1-2	L
Hs_rnd_gnm6_1084164	25	1	70	Hs_rand	E
Hs_rnd_gnm6_1084164	26	1	70	Hs_rand	H
Hs_rnd_gnm6_1084164	19	1	70	Hs_rand	L
Hs_rnd_gnm4_458700	3	1	43	Hs_rand	E
Hs_rnd_gnm4_458700	20	1	43	Hs_rand	H
Hs_rnd_gnm4_458700	20	1	43	Hs_rand	L
None_protein779992	3	1	52	Hs_igen	E
None_protein779992	8	1	52	Hs_igen	H
None_protein779992	41	1	52	Hs_igen	L
ENSP00000358515	0	1	43	Hs_ps1-2	E
ENSP00000358515	38	1	43	Hs_ps1-2	H
ENSP00000358515	5	1	43	Hs_ps1-2	L
ENSP00000358515	36	2	460	Hs_ps1-2	E
ENSP00000358515	310	2	460	Hs_ps1-2	H
ENSP00000358515	114	2	460	Hs_ps1-2	L
None_protein1062032	0	1	40	Hs_igen	E
None_protein1062032	23	1	40	Hs_igen	H
None_protein1062032	17	1	40	Hs_igen	L
Hs_rnd_gnm4_381925	21	1	56	Hs_rand	E
Hs_rnd_gnm4_381925	10	1	56	Hs_rand	H
Hs_rnd_gnm4_381925	25	1	56	Hs_rand	L
ENSP00000382584	2	1	4	Hs_ps31	E
ENSP00000382584	0	1	4	Hs_ps31	H
ENSP00000382584	2	1	4	Hs_ps31	L
None_protein775333	12	1	42	Hs_igen	E
None_protein775333	0	1	42	Hs_igen	H
None_protein775333	30	1	42	Hs_igen	L
ENSP00000252840	6	1	64	Hs_ps1-2	E
ENSP00000252840	6	1	64	Hs_ps1-2	H
ENSP00000252840	52	1	64	Hs_ps1-2	L
ENSP00000252840	19	2	290	Hs_ps1-2	E
ENSP00000252840	63	2	290	Hs_ps1-2	H
ENSP00000252840	208	2	290	Hs_ps1-2	L
Raj_Hs_2198	16	1	62	Hs_ps31	E
Raj_Hs_2198	10	1	62	Hs_ps31	H
Raj_Hs_2198	36	1	62	Hs_ps31	L
None_protein436818	17	1	108	Hs_igen	E
None_protein436818	33	1	108	Hs_igen	H
None_protein436818	58	1	108	Hs_igen	L
ENSP00000324956	29	1	130	Hs_ps1-2	E
ENSP00000324956	37	1	130	Hs_ps1-2	H
ENSP00000324956	64	1	130	Hs_ps1-2	L
ENSP00000324956	6	2	77	Hs_ps1-2	E
ENSP00000324956	28	2	77	Hs_ps1-2	H
ENSP00000324956	43	2	77	Hs_ps1-2	L
ENSP00000324956	0	3	4	Hs_ps1-2	E
ENSP00000324956	4	3	4	Hs_ps1-2	H
ENSP00000324956	0	3	4	Hs_ps1-2	L
ENSP00000324956	2	4	85	Hs_ps1-2	E
ENSP00000324956	13	4	85	Hs_ps1-2	H
ENSP00000324956	70	4	85	Hs_ps1-2	L
ENSP00000360046	3	1	81	Hs_ps13-17	E
ENSP00000360046	31	1	81	Hs_ps13-17	H
ENSP00000360046	47	1	81	Hs_ps13-17	L
ENSP00000360046	24	2	223	Hs_ps13-17	E
ENSP00000360046	40	2	223	Hs_ps13-17	H
ENSP00000360046	159	2	223	Hs_ps13-17	L
Hs_rnd_gnm7_1132155	63	1	239	Hs_rand	E
Hs_rnd_gnm7_1132155	24	1	239	Hs_rand	H
Hs_rnd_gnm7_1132155	152	1	239	Hs_rand	L
Hs_rnd_gnm1_1194403	36	1	146	Hs_rand	E
Hs_rnd_gnm1_1194403	36	1	146	Hs_rand	H
Hs_rnd_gnm1_1194403	74	1	146	Hs_rand	L
Hs_JP201901_258	4	1	64	Hs_ps31	E
Hs_JP201901_258	27	1	64	Hs_ps31	H
Hs_JP201901_258	33	1	64	Hs_ps31	L
Hs_JP201901_252	14	1	88	Hs_ps31	E
Hs_JP201901_252	3	1	88	Hs_ps31	H
Hs_JP201901_252	71	1	88	Hs_ps31	L
Hs_JP201901_253	37	1	104	Hs_ps31	E
Hs_JP201901_253	4	1	104	Hs_ps31	H
Hs_JP201901_253	63	1	104	Hs_ps31	L
Hs_JP201901_250	15	1	67	Hs_ps31	E
Hs_JP201901_250	12	1	67	Hs_ps31	H
Hs_JP201901_250	40	1	67	Hs_ps31	L
Hs_JP201901_256	18	1	62	Hs_ps31	E
Hs_JP201901_256	10	1	62	Hs_ps31	H
Hs_JP201901_256	34	1	62	Hs_ps31	L
Hs_JP201901_254	35	1	132	Hs_ps20-21	E
Hs_JP201901_254	11	1	132	Hs_ps20-21	H
Hs_JP201901_254	86	1	132	Hs_ps20-21	L
Hs_JP201901_254	2	2	4	Hs_ps20-21	E
Hs_JP201901_254	0	2	4	Hs_ps20-21	H
Hs_JP201901_254	2	2	4	Hs_ps20-21	L
ENSP00000319343	82	1	803	Hs_ps1-2	E
ENSP00000319343	397	1	803	Hs_ps1-2	H
ENSP00000319343	324	1	803	Hs_ps1-2	L
ENSP00000331766	17	1	33	Hs_ps13-17	E
ENSP00000331766	0	1	33	Hs_ps13-17	H
ENSP00000331766	16	1	33	Hs_ps13-17	L
ENSP00000331766	8	2	27	Hs_ps13-17	E
ENSP00000331766	19	2	27	Hs_ps13-17	H
ENSP00000331766	0	2	27	Hs_ps13-17	L
ENSP00000331766	12	3	45	Hs_ps13-17	E
ENSP00000331766	16	3	45	Hs_ps13-17	H
ENSP00000331766	17	3	45	Hs_ps13-17	L
ENSP00000461945	48	1	195	Hs_ps1-2	E
ENSP00000461945	64	1	195	Hs_ps1-2	H
ENSP00000461945	83	1	195	Hs_ps1-2	L
ENSP00000318697	82	1	446	Hs_ps1-2	E
ENSP00000318697	169	1	446	Hs_ps1-2	H
ENSP00000318697	195	1	446	Hs_ps1-2	L
ENSP00000343690	132	1	684	Hs_ps1-2	E
ENSP00000343690	138	1	684	Hs_ps1-2	H
ENSP00000343690	414	1	684	Hs_ps1-2	L
None_protein499063	14	1	72	Hs_igen	E
None_protein499063	30	1	72	Hs_igen	H
None_protein499063	28	1	72	Hs_igen	L
Hs_rnd_gnm2_1017504	28	1	81	Hs_rand	E
Hs_rnd_gnm2_1017504	15	1	81	Hs_rand	H
Hs_rnd_gnm2_1017504	38	1	81	Hs_rand	L
None_protein878517	11	1	64	Hs_igen	E
None_protein878517	37	1	64	Hs_igen	H
None_protein878517	16	1	64	Hs_igen	L
Hs_rnd_gnm6_1135475	34	1	92	Hs_rand	E
Hs_rnd_gnm6_1135475	9	1	92	Hs_rand	H
Hs_rnd_gnm6_1135475	49	1	92	Hs_rand	L
Hs_rnd_gnm6_861695	13	1	77	Hs_rand	E
Hs_rnd_gnm6_861695	20	1	77	Hs_rand	H
Hs_rnd_gnm6_861695	44	1	77	Hs_rand	L
ENSP00000419705	12	1	124	Hs_ps13-17	E
ENSP00000419705	56	1	124	Hs_ps13-17	H
ENSP00000419705	56	1	124	Hs_ps13-17	L
None_protein60529	24	1	75	Hs_igen	E
None_protein60529	5	1	75	Hs_igen	H
None_protein60529	46	1	75	Hs_igen	L
ENSP00000315203	6	1	63	Hs_ps1-2	E
ENSP00000315203	18	1	63	Hs_ps1-2	H
ENSP00000315203	39	1	63	Hs_ps1-2	L
ENSP00000315203	48	2	171	Hs_ps1-2	E
ENSP00000315203	43	2	171	Hs_ps1-2	H
ENSP00000315203	80	2	171	Hs_ps1-2	L
ENSP00000281543	179	1	669	Hs_ps1-2	E
ENSP00000281543	201	1	669	Hs_ps1-2	H
ENSP00000281543	289	1	669	Hs_ps1-2	L
Hs_rnd_gnm2_15357	0	1	52	Hs_rand	E
Hs_rnd_gnm2_15357	44	1	52	Hs_rand	H
Hs_rnd_gnm2_15357	8	1	52	Hs_rand	L
None_protein67388	9	1	57	Hs_igen	E
None_protein67388	14	1	57	Hs_igen	H
None_protein67388	34	1	57	Hs_igen	L
Hs_rnd_gnm6_1291396	8	1	51	Hs_rand	E
Hs_rnd_gnm6_1291396	13	1	51	Hs_rand	H
Hs_rnd_gnm6_1291396	30	1	51	Hs_rand	L
ENSP00000216071	2	1	85	Hs_ps13-17	E
ENSP00000216071	37	1	85	Hs_ps13-17	H
ENSP00000216071	46	1	85	Hs_ps13-17	L
ENSP00000216071	0	2	14	Hs_ps13-17	E
ENSP00000216071	8	2	14	Hs_ps13-17	H
ENSP00000216071	6	2	14	Hs_ps13-17	L
ENSP00000216071	0	3	89	Hs_ps13-17	E
ENSP00000216071	32	3	89	Hs_ps13-17	H
ENSP00000216071	57	3	89	Hs_ps13-17	L
None_protein905366	15	1	76	Hs_igen	E
None_protein905366	25	1	76	Hs_igen	H
None_protein905366	36	1	76	Hs_igen	L
Raj_Hs_1464	4	1	40	Hs_ps31	E
Raj_Hs_1464	23	1	40	Hs_ps31	H
Raj_Hs_1464	13	1	40	Hs_ps31	L
None_protein962453	31	1	88	Hs_igen	E
None_protein962453	16	1	88	Hs_igen	H
None_protein962453	41	1	88	Hs_igen	L
Hs_rnd_gnm1_1113614	28	1	61	Hs_rand	E
Hs_rnd_gnm1_1113614	3	1	61	Hs_rand	H
Hs_rnd_gnm1_1113614	30	1	61	Hs_rand	L
Hs_rnd_gnm9_1260619	6	1	82	Hs_rand	E
Hs_rnd_gnm9_1260619	18	1	82	Hs_rand	H
Hs_rnd_gnm9_1260619	58	1	82	Hs_rand	L
None_protein501569	7	1	41	Hs_igen	E
None_protein501569	5	1	41	Hs_igen	H
None_protein501569	29	1	41	Hs_igen	L
ENSP00000261304	137	1	469	Hs_ps1-2	E
ENSP00000261304	90	1	469	Hs_ps1-2	H
ENSP00000261304	242	1	469	Hs_ps1-2	L
ENSP00000261304	84	2	172	Hs_ps1-2	E
ENSP00000261304	0	2	172	Hs_ps1-2	H
ENSP00000261304	88	2	172	Hs_ps1-2	L
None_protein314916	5	1	47	Hs_igen	E
None_protein314916	21	1	47	Hs_igen	H
None_protein314916	21	1	47	Hs_igen	L
Hs_rnd_gnm10_736257	26	1	90	Hs_rand	E
Hs_rnd_gnm10_736257	33	1	90	Hs_rand	H
Hs_rnd_gnm10_736257	31	1	90	Hs_rand	L
Hs_rnd_gnm7_1083673	42	1	182	Hs_rand	E
Hs_rnd_gnm7_1083673	35	1	182	Hs_rand	H
Hs_rnd_gnm7_1083673	105	1	182	Hs_rand	L
ENSP00000335292	10	1	128	Hs_ps13-17	E
ENSP00000335292	57	1	128	Hs_ps13-17	H
ENSP00000335292	61	1	128	Hs_ps13-17	L
ENSP00000261908	318	1	713	Hs_ps1-2	E
ENSP00000261908	0	1	713	Hs_ps1-2	H
ENSP00000261908	395	1	713	Hs_ps1-2	L
ENSP00000261908	45	2	82	Hs_ps1-2	E
ENSP00000261908	0	2	82	Hs_ps1-2	H
ENSP00000261908	37	2	82	Hs_ps1-2	L
ENSP00000261908	119	3	271	Hs_ps1-2	E
ENSP00000261908	0	3	271	Hs_ps1-2	H
ENSP00000261908	152	3	271	Hs_ps1-2	L
ENSP00000261908	3	4	3	Hs_ps1-2	E
ENSP00000261908	0	4	3	Hs_ps1-2	H
ENSP00000261908	0	4	3	Hs_ps1-2	L
ENSP00000261908	0	5	24	Hs_ps1-2	E
ENSP00000261908	21	5	24	Hs_ps1-2	H
ENSP00000261908	3	5	24	Hs_ps1-2	L
None_protein561782	17	1	40	Hs_igen	E
None_protein561782	5	1	40	Hs_igen	H
None_protein561782	18	1	40	Hs_igen	L
None_protein586772	0	1	42	Hs_igen	E
None_protein586772	13	1	42	Hs_igen	H
None_protein586772	29	1	42	Hs_igen	L
None_protein1144698	8	1	63	Hs_igen	E
None_protein1144698	0	1	63	Hs_igen	H
None_protein1144698	55	1	63	Hs_igen	L
Hs_rnd_gnm6_1025474	8	1	71	Hs_rand	E
Hs_rnd_gnm6_1025474	42	1	71	Hs_rand	H
Hs_rnd_gnm6_1025474	21	1	71	Hs_rand	L
Raj_Hs_2847	53	1	111	Hs_ps31	E
Raj_Hs_2847	8	1	111	Hs_ps31	H
Raj_Hs_2847	50	1	111	Hs_ps31	L
Raj_Hs_2843	13	1	86	Hs_ps31	E
Raj_Hs_2843	8	1	86	Hs_ps31	H
Raj_Hs_2843	65	1	86	Hs_ps31	L
Raj_Hs_2842	3	1	54	Hs_ps31	E
Raj_Hs_2842	5	1	54	Hs_ps31	H
Raj_Hs_2842	46	1	54	Hs_ps31	L
ENSP00000314153	20	1	120	Hs_ps1-2	E
ENSP00000314153	74	1	120	Hs_ps1-2	H
ENSP00000314153	26	1	120	Hs_ps1-2	L
ENSP00000314153	7	2	27	Hs_ps1-2	E
ENSP00000314153	3	2	27	Hs_ps1-2	H
ENSP00000314153	17	2	27	Hs_ps1-2	L
ENSP00000314153	6	3	12	Hs_ps1-2	E
ENSP00000314153	0	3	12	Hs_ps1-2	H
ENSP00000314153	6	3	12	Hs_ps1-2	L
ENSP00000314153	2	4	2	Hs_ps1-2	E
ENSP00000314153	0	4	2	Hs_ps1-2	H
ENSP00000314153	0	4	2	Hs_ps1-2	L
ENSP00000314153	8	5	49	Hs_ps1-2	E
ENSP00000314153	0	5	49	Hs_ps1-2	H
ENSP00000314153	41	5	49	Hs_ps1-2	L
ENSP00000314153	14	6	82	Hs_ps1-2	E
ENSP00000314153	6	6	82	Hs_ps1-2	H
ENSP00000314153	62	6	82	Hs_ps1-2	L
ENSP00000314153	0	7	22	Hs_ps1-2	E
ENSP00000314153	4	7	22	Hs_ps1-2	H
ENSP00000314153	18	7	22	Hs_ps1-2	L
ENSP00000337623	39	1	312	Hs_ps1-2	E
ENSP00000337623	106	1	312	Hs_ps1-2	H
ENSP00000337623	167	1	312	Hs_ps1-2	L
ENSP00000360664	23	1	158	Hs_ps1-2	E
ENSP00000360664	69	1	158	Hs_ps1-2	H
ENSP00000360664	66	1	158	Hs_ps1-2	L
ENSP00000314157	35	1	180	Hs_ps1-2	E
ENSP00000314157	79	1	180	Hs_ps1-2	H
ENSP00000314157	66	1	180	Hs_ps1-2	L
ENSP00000314157	6	2	90	Hs_ps1-2	E
ENSP00000314157	50	2	90	Hs_ps1-2	H
ENSP00000314157	34	2	90	Hs_ps1-2	L
ENSP00000314157	0	3	71	Hs_ps1-2	E
ENSP00000314157	69	3	71	Hs_ps1-2	H
ENSP00000314157	2	3	71	Hs_ps1-2	L
None_protein959977	25	1	61	Hs_igen	E
None_protein959977	0	1	61	Hs_igen	H
None_protein959977	36	1	61	Hs_igen	L
ENSP00000443133	0	1	0	Hs_ps13-17	E
ENSP00000443133	0	1	0	Hs_ps13-17	H
ENSP00000443133	0	1	0	Hs_ps13-17	L
ENSP00000443130	9	1	17	Hs_ps1-2	E
ENSP00000443130	0	1	17	Hs_ps1-2	H
ENSP00000443130	8	1	17	Hs_ps1-2	L
ENSP00000443130	0	2	101	Hs_ps1-2	E
ENSP00000443130	61	2	101	Hs_ps1-2	H
ENSP00000443130	40	2	101	Hs_ps1-2	L
ENSP00000362133	0	1	75	Hs_ps20-21	E
ENSP00000362133	33	1	75	Hs_ps20-21	H
ENSP00000362133	42	1	75	Hs_ps20-21	L
None_protein1217705	22	1	47	Hs_igen	E
None_protein1217705	0	1	47	Hs_igen	H
None_protein1217705	25	1	47	Hs_igen	L
None_protein1118022	11	1	90	Hs_igen	E
None_protein1118022	21	1	90	Hs_igen	H
None_protein1118022	58	1	90	Hs_igen	L
ENSP00000482591	131	1	365	Hs_ps13-17	E
ENSP00000482591	13	1	365	Hs_ps13-17	H
ENSP00000482591	221	1	365	Hs_ps13-17	L
Hs_rnd_gnm4_36710	11	1	41	Hs_rand	E
Hs_rnd_gnm4_36710	9	1	41	Hs_rand	H
Hs_rnd_gnm4_36710	21	1	41	Hs_rand	L
None_protein918001	0	1	44	Hs_igen	E
None_protein918001	26	1	44	Hs_igen	H
None_protein918001	18	1	44	Hs_igen	L
ENSP00000386912	51	1	507	Hs_ps1-2	E
