protein	group	loop_length
ENSP00000382323	pfam_whole	771
ENSP00000382323	pfam	17
ENSP00000382323	pfam_whole	771
ENSP00000382323	pfam	14
ENSP00000382323	pfam_whole	771
ENSP00000351075	pfam	13
ENSP00000351075	pfam_whole	162
ENSP00000264649	pfam	46
ENSP00000264649	pfam_whole	46
ENSP00000340281	pfam	8
ENSP00000340281	pfam_whole	207
ENSP00000489051	pfam	12
ENSP00000489051	pfam_whole	204
ENSP00000424176	pfam	13
ENSP00000424176	pfam_whole	32
ENSP00000424176	pfam	5
ENSP00000424176	pfam_whole	32
ENSP00000311184	pfam	9
ENSP00000311184	pfam_whole	56
ENSP00000311899	pfam	5
ENSP00000311899	pfam_whole	16
ENSP00000311899	pfam	5
ENSP00000311899	pfam_whole	16
ENSP00000311899	pfam	4
ENSP00000311899	pfam_whole	16
ENSP00000311899	pfam	5
ENSP00000311899	pfam_whole	16
ENSP00000311899	pfam	4
ENSP00000311899	pfam_whole	16
ENSP00000311899	pfam	4
ENSP00000311899	pfam_whole	16
ENSP00000311899	pfam	5
ENSP00000311899	pfam_whole	16
ENSP00000311899	pfam	5
ENSP00000311899	pfam_whole	16
ENSP00000413572	pfam	6
ENSP00000413572	pfam_whole	9
ENSP00000413572	pfam	5
ENSP00000413572	pfam_whole	9
ENSP00000413572	pfam	9
ENSP00000413572	pfam_whole	9
ENSP00000413572	pfam	5
ENSP00000413572	pfam_whole	9
ENSP00000413572	pfam	5
ENSP00000413572	pfam_whole	9
ENSP00000413572	pfam	4
ENSP00000413572	pfam_whole	9
ENSP00000413572	pfam	5
ENSP00000413572	pfam_whole	9
ENSP00000330381	pfam	5
ENSP00000330381	pfam_whole	7
ENSP00000330381	pfam	5
ENSP00000330381	pfam_whole	7
ENSP00000330381	pfam	5
ENSP00000330381	pfam_whole	7
ENSP00000330381	pfam	4
ENSP00000330381	pfam_whole	7
ENSP00000330381	pfam	6
ENSP00000330381	pfam_whole	7
ENSP00000330381	pfam	6
ENSP00000330381	pfam_whole	7
ENSP00000330381	pfam	7
ENSP00000330381	pfam_whole	7
ENSP00000405574	pfam	5
ENSP00000405574	pfam_whole	29
ENSP00000405574	pfam	5
ENSP00000405574	pfam_whole	29
ENSP00000405574	pfam	5
ENSP00000405574	pfam_whole	29
ENSP00000405574	pfam	4
ENSP00000405574	pfam_whole	29
ENSP00000405574	pfam	12
ENSP00000405574	pfam_whole	29
ENSP00000405574	pfam	5
ENSP00000405574	pfam_whole	29
ENSP00000328879	pfam	6
ENSP00000328879	pfam_whole	29
ENSP00000328879	pfam	4
ENSP00000328879	pfam_whole	29
ENSP00000328879	pfam	5
ENSP00000328879	pfam_whole	29
ENSP00000328879	pfam	5
ENSP00000328879	pfam_whole	29
ENSP00000328879	pfam	12
ENSP00000328879	pfam_whole	29
ENSP00000328879	pfam	5
ENSP00000328879	pfam_whole	29
ENSP00000305260	pfam	7
ENSP00000305260	pfam_whole	11
ENSP00000305260	pfam	5
ENSP00000305260	pfam_whole	11
ENSP00000305260	pfam	5
ENSP00000305260	pfam_whole	11
ENSP00000305260	pfam	4
ENSP00000305260	pfam_whole	11
ENSP00000305260	pfam	4
ENSP00000305260	pfam_whole	11
ENSP00000305260	pfam	4
ENSP00000305260	pfam_whole	11
ENSP00000305260	pfam	5
ENSP00000305260	pfam_whole	11
ENSP00000363313	pfam	5
ENSP00000363313	pfam_whole	21
ENSP00000363313	pfam	13
ENSP00000363313	pfam_whole	21
ENSP00000363313	pfam	5
ENSP00000363313	pfam_whole	21
ENSP00000363313	pfam	6
ENSP00000363313	pfam_whole	21
ENSP00000363313	pfam	5
ENSP00000363313	pfam_whole	21
ENSP00000363313	pfam	5
ENSP00000363313	pfam_whole	21
ENSP00000424417	pfam	5
ENSP00000424417	pfam_whole	17
ENSP00000424417	pfam	5
ENSP00000424417	pfam_whole	17
ENSP00000424417	pfam	5
ENSP00000424417	pfam_whole	17
ENSP00000424417	pfam	5
ENSP00000424417	pfam_whole	17
ENSP00000424417	pfam	5
ENSP00000424417	pfam_whole	17
ENSP00000262394	pfam	5
ENSP00000262394	pfam_whole	18
ENSP00000262394	pfam	5
ENSP00000262394	pfam_whole	18
ENSP00000262394	pfam	5
ENSP00000262394	pfam_whole	18
ENSP00000262394	pfam	4
ENSP00000262394	pfam_whole	18
ENSP00000262394	pfam	5
ENSP00000262394	pfam_whole	18
ENSP00000251166	pfam	5
ENSP00000251166	pfam_whole	69
ENSP00000251166	pfam	5
ENSP00000251166	pfam_whole	69
ENSP00000251166	pfam	5
ENSP00000251166	pfam_whole	69
ENSP00000251166	pfam	6
ENSP00000251166	pfam_whole	69
ENSP00000402653	pfam	5
ENSP00000402653	pfam_whole	6
ENSP00000402653	pfam	5
ENSP00000402653	pfam_whole	6
ENSP00000402653	pfam	4
ENSP00000402653	pfam_whole	6
ENSP00000402653	pfam	5
ENSP00000402653	pfam_whole	6
ENSP00000280190	pfam	6
ENSP00000280190	pfam_whole	23
ENSP00000280190	pfam	7
ENSP00000280190	pfam_whole	23
ENSP00000280190	pfam	6
ENSP00000280190	pfam_whole	23
ENSP00000280190	pfam	6
ENSP00000280190	pfam_whole	23
ENSP00000280190	pfam	5
ENSP00000280190	pfam_whole	23
ENSP00000232888	pfam	5
ENSP00000232888	pfam_whole	17
ENSP00000232888	pfam	5
ENSP00000232888	pfam_whole	17
ENSP00000232888	pfam	6
ENSP00000232888	pfam_whole	17
ENSP00000232888	pfam	6
ENSP00000232888	pfam_whole	17
ENSP00000232888	pfam	5
ENSP00000232888	pfam_whole	17
ENSP00000296792	pfam	5
ENSP00000296792	pfam_whole	11
ENSP00000296792	pfam	5
ENSP00000296792	pfam_whole	11
ENSP00000296792	pfam	5
ENSP00000296792	pfam_whole	11
ENSP00000296792	pfam	5
ENSP00000296792	pfam_whole	11
ENSP00000419162	pfam	6
ENSP00000419162	pfam_whole	17
ENSP00000419162	pfam	5
ENSP00000419162	pfam_whole	17
ENSP00000419162	pfam	5
ENSP00000419162	pfam_whole	17
ENSP00000419162	pfam	17
ENSP00000419162	pfam_whole	17
ENSP00000419162	pfam	5
ENSP00000419162	pfam_whole	17
ENSP00000383599	pfam	5
ENSP00000383599	pfam_whole	27
ENSP00000383599	pfam	5
ENSP00000383599	pfam_whole	27
ENSP00000383599	pfam	7
ENSP00000383599	pfam_whole	27
ENSP00000383599	pfam	5
ENSP00000383599	pfam_whole	27
ENSP00000326340	pfam	6
ENSP00000326340	pfam_whole	18
ENSP00000326340	pfam	5
ENSP00000326340	pfam_whole	18
ENSP00000326340	pfam	4
ENSP00000326340	pfam_whole	18
ENSP00000326340	pfam	5
ENSP00000326340	pfam_whole	18
ENSP00000265097	pfam	5
ENSP00000265097	pfam_whole	17
ENSP00000265097	pfam	5
ENSP00000265097	pfam_whole	17
ENSP00000265097	pfam	5
ENSP00000265097	pfam_whole	17
ENSP00000415556	pfam	5
ENSP00000415556	pfam_whole	12
ENSP00000415556	pfam	5
ENSP00000415556	pfam_whole	12
ENSP00000415556	pfam	5
ENSP00000415556	pfam_whole	12
ENSP00000357858	pfam	5
ENSP00000357858	pfam_whole	18
ENSP00000357858	pfam	5
ENSP00000357858	pfam_whole	18
ENSP00000357858	pfam	5
ENSP00000357858	pfam_whole	18
ENSP00000297579	pfam	5
ENSP00000297579	pfam_whole	13
ENSP00000297579	pfam	5
ENSP00000297579	pfam_whole	13
ENSP00000297579	pfam	5
ENSP00000297579	pfam_whole	13
ENSP00000297579	pfam	4
ENSP00000297579	pfam_whole	13
ENSP00000379242	pfam	6
ENSP00000379242	pfam_whole	23
ENSP00000379242	pfam	5
ENSP00000379242	pfam_whole	23
ENSP00000379242	pfam	5
ENSP00000379242	pfam_whole	23
ENSP00000438071	pfam	4
ENSP00000438071	pfam_whole	8
ENSP00000438071	pfam	4
ENSP00000438071	pfam_whole	8
ENSP00000438071	pfam	4
ENSP00000438071	pfam_whole	8
ENSP00000341351	pfam	5
ENSP00000341351	pfam_whole	182
ENSP00000341351	pfam	5
ENSP00000341351	pfam_whole	182
ENSP00000341351	pfam	5
ENSP00000341351	pfam_whole	182
ENSP00000324203	pfam	5
ENSP00000324203	pfam_whole	35
ENSP00000324203	pfam	6
ENSP00000324203	pfam_whole	35
ENSP00000296679	pfam	4
ENSP00000296679	pfam_whole	24
ENSP00000296679	pfam	11
ENSP00000296679	pfam_whole	24
ENSP00000296679	pfam	5
ENSP00000296679	pfam_whole	24
ENSP00000476369	pfam	5
ENSP00000476369	pfam_whole	21
ENSP00000476369	pfam	5
ENSP00000476369	pfam_whole	21
ENSP00000476369	pfam	13
ENSP00000476369	pfam_whole	21
ENSP00000251074	pfam	5
ENSP00000251074	pfam_whole	12
ENSP00000295121	pfam	6
ENSP00000295121	pfam_whole	14
ENSP00000295121	pfam	5
ENSP00000295121	pfam_whole	14
ENSP00000387365	pfam	6
ENSP00000387365	pfam_whole	27
ENSP00000387365	pfam	5
ENSP00000387365	pfam_whole	27
ENSP00000267522	pfam	5
ENSP00000267522	pfam_whole	24
ENSP00000267522	pfam	4
ENSP00000267522	pfam_whole	24
ENSP00000267522	pfam	5
ENSP00000267522	pfam_whole	24
ENSP00000278856	pfam	5
ENSP00000278856	pfam_whole	19
ENSP00000235090	pfam	5
ENSP00000235090	pfam_whole	17
ENSP00000380308	pfam	9
ENSP00000380308	pfam_whole	75
ENSP00000376333	pfam	4
ENSP00000376333	pfam_whole	56
ENSP00000251166	pfam	5
ENSP00000251166	pfam_whole	69
ENSP00000251166	pfam	7
ENSP00000251166	pfam_whole	69
ENSP00000365891	pfam	7
ENSP00000365891	pfam_whole	7
ENSP00000223023	pfam	7
ENSP00000223023	pfam_whole	334
ENSP00000223023	pfam	0
ENSP00000223023	pfam_whole	334
ENSP00000223023	pfam	0
ENSP00000223023	pfam_whole	334
ENSP00000388454	pfam	4
ENSP00000388454	pfam_whole	4
ENSP00000365891	pfam	0
ENSP00000365891	pfam_whole	7
ENSP00000335055	pfam	0
ENSP00000335055	pfam_whole	348
ENSP00000348472	pfam	0
ENSP00000348472	pfam_whole	45
ENSP00000376410	pfam	0
ENSP00000376410	pfam_whole	223
ENSP00000311513	pfam	17
ENSP00000311513	pfam_whole	1218
ENSP00000446880	pfam	9
ENSP00000446880	pfam_whole	302
ENSP00000478721	pfam	13
ENSP00000478721	pfam_whole	67
ENSP00000446880	pfam	6
ENSP00000446880	pfam_whole	302
ENSP00000331327	pfam	45
ENSP00000331327	pfam_whole	45
ENSP00000331327	pfam	42
ENSP00000331327	pfam_whole	45
ENSP00000265428	pfam	0
ENSP00000265428	pfam_whole	225
ENSP00000265428	pfam	0
ENSP00000265428	pfam_whole	225
ENSP00000265428	pfam	0
ENSP00000265428	pfam_whole	225
ENSP00000265428	pfam	0
ENSP00000265428	pfam_whole	225
ENSP00000304604	pfam	4
ENSP00000304604	pfam_whole	83
ENSP00000304604	pfam	0
ENSP00000304604	pfam_whole	83
ENSP00000324729	pfam	5
ENSP00000324729	pfam_whole	110
ENSP00000378635	pfam	0
ENSP00000378635	pfam_whole	50
ENSP00000380352	pfam	8
ENSP00000380352	pfam_whole	133
ENSP00000467024	pfam	9
ENSP00000467024	pfam_whole	86
ENSP00000265351	pfam	10
ENSP00000265351	pfam_whole	33
ENSP00000264951	pfam	18
ENSP00000264951	pfam_whole	36
ENSP00000332772	pfam	19
ENSP00000332772	pfam_whole	109
ENSP00000238831	pfam	20
ENSP00000238831	pfam_whole	20
ENSP00000342832	pfam	7
ENSP00000342832	pfam_whole	7
ENSP00000256433	pfam	15
ENSP00000256433	pfam_whole	15
ENSP00000481476	pfam	18
ENSP00000481476	pfam_whole	18
ENSP00000418112	pfam	15
ENSP00000418112	pfam_whole	226
ENSP00000418112	pfam	20
ENSP00000418112	pfam_whole	226
ENSP00000281171	pfam	12
ENSP00000281171	pfam_whole	37
ENSP00000352833	pfam	21
ENSP00000352833	pfam_whole	34
ENSP00000283228	pfam	20
ENSP00000283228	pfam_whole	122
ENSP00000394794	pfam	13
ENSP00000394794	pfam_whole	281
ENSP00000332274	pfam	9
ENSP00000332274	pfam_whole	10
ENSP00000357088	pfam	8
ENSP00000357088	pfam_whole	13
ENSP00000358596	pfam	6
ENSP00000358596	pfam_whole	55
ENSP00000352833	pfam	11
ENSP00000352833	pfam_whole	34
ENSP00000281171	pfam	12
ENSP00000281171	pfam_whole	37
ENSP00000320508	pfam	4
ENSP00000320508	pfam_whole	28
ENSP00000253024	pfam	0
ENSP00000253024	pfam_whole	225
ENSP00000253024	pfam	6
ENSP00000253024	pfam_whole	225
ENSP00000285805	pfam	0
ENSP00000285805	pfam_whole	28
ENSP00000327994	pfam	5
ENSP00000327994	pfam_whole	33
ENSP00000254816	pfam	6
ENSP00000254816	pfam_whole	66
ENSP00000369299	pfam	4
ENSP00000369299	pfam_whole	35
ENSP00000254436	pfam	4
ENSP00000254436	pfam_whole	27
ENSP00000402414	pfam	5
ENSP00000402414	pfam_whole	27
ENSP00000422581	pfam	4
ENSP00000422581	pfam_whole	47
ENSP00000474678	pfam	4
ENSP00000474678	pfam_whole	26
ENSP00000325038	pfam	1
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	6
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	6
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	10
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	6
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	6
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	7
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000325038	pfam	0
ENSP00000325038	pfam_whole	159
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	10
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	10
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	6
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	6
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	6
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	5
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000388311	pfam	0
ENSP00000388311	pfam_whole	102
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	4
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	7
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	4
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000292841	pfam	0
ENSP00000292841	pfam_whole	81
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	6
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	6
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	4
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	5
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	5
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	4
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	5
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	6
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	4
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	6
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	0
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	8
ENSP00000345809	pfam_whole	92
ENSP00000345809	pfam	5
ENSP00000345809	pfam_whole	92
ENSP00000325018	pfam	0
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	0
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	5
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	9
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	0
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	6
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	6
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	0
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	7
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	5
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	9
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	0
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	6
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	4
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	9
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	0
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	6
ENSP00000325018	pfam_whole	51
ENSP00000325018	pfam	0
ENSP00000325018	pfam_whole	51
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	7
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	6
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	6
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	4
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	5
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	5
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	0
ENSP00000350085	pfam_whole	104
ENSP00000350085	pfam	9
ENSP00000350085	pfam_whole	104
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	10
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	4
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	4
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	6
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	0
ENSP00000336719	pfam_whole	74
ENSP00000336719	pfam	4
ENSP00000336719	pfam_whole	74
ENSP00000352846	pfam	10
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	6
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	5
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	6
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	5
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	8
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	5
ENSP00000352846	pfam_whole	77
ENSP00000352846	pfam	0
ENSP00000352846	pfam_whole	77
ENSP00000315173	pfam	7
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	4
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	5
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	10
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	4
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	6
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	7
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	9
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	6
ENSP00000315173	pfam_whole	73
ENSP00000315173	pfam	0
ENSP00000315173	pfam_whole	73
ENSP00000391641	pfam	0
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	0
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	5
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	4
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	3
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	5
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	5
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	5
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	5
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	5
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	3
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	0
ENSP00000391641	pfam_whole	64
ENSP00000391641	pfam	0
ENSP00000391641	pfam_whole	64
ENSP00000441838	pfam	6
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	3
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	10
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	4
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	10
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	6
ENSP00000441838	pfam_whole	88
ENSP00000441838	pfam	0
ENSP00000441838	pfam_whole	88
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	9
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	5
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000282296	pfam	0
ENSP00000282296	pfam_whole	51
ENSP00000419377	pfam	0
ENSP00000419377	pfam_whole	40
ENSP00000419377	pfam	0
ENSP00000419377	pfam_whole	40
ENSP00000419377	pfam	0
ENSP00000419377	pfam_whole	40
ENSP00000419377	pfam	0
ENSP00000419377	pfam_whole	40
ENSP00000419377	pfam	0
